# Raw Website: http://yys.moe.edu.cn/wenziguifan/shanghi/014c.htm
# Characters are not numbered in raw material.
# 8 duplicate characters in raw website: 蔽, 弊, 憋, 鹡, 脊, 瞥, 鳐, 烝.

1836	沱
1837	泻
1838	泌
1839	泳
1840	泥
1841	泯
1842	沸
1843	泓
1844	沼
1845	波
1846	泼
1847	泽
1848	泾
1849	治
1850	怔
1851	怯
1852	怙
1853	怵
1854	怖
1855	怦
1856	怛
1857	怏
1858	性
1859	怍
1860	怕
1861	怜
1862	怩
1863	怫
1864	怊
1865	怿
1866	怪
1867	怡
1868	学
1869	宝
1870	宗
1871	定
1872	宕
1873	宠
1874	宜
1875	审
1876	宙
1877	官
1878	空
1879	帘
1880	穸
1881	穹
1882	宛
1883	实
1884	宓
1885	诓
1886	诔
1887	试
1888	郎
1889	诖
1890	诗
1891	诘
1892	戾
1893	肩
1894	房
1895	诙
1896	戽
1897	诚
1898	郓
1899	衬
1900	衫
1901	衩
1902	祆
1903	祎
1904	祉
1905	视
1906	祈
1907	诛
1908	诜
1909	话
1910	诞
1911	诟
1912	诠
1913	诡
1914	询
1915	诣
1916	诤
1917	该
1918	详
1919	诧
1920	诨
1921	诩
1922	建
1923	肃
1924	隶
1925	录
1926	帚
1927	屉
1928	居
1929	届
1930	刷
1931	鸤
1932	屈
1933	弧
1934	弥
1935	弦
1936	承
1937	孟
1938	陋
1939	戕
1940	陌
1941	孤
1942	孢
1943	陕
1944	亟
1945	降
1946	函
1947	陔
1948	限
1949	卺
1950	妹
1951	姑
1952	姐
1953	妲
1954	妯
1955	姓
1956	姗
1957	妮
1958	始
1959	帑
1960	弩
1961	孥
1962	驽
1963	姆
1964	虱
1965	迦
1966	迢
1967	驾
1968	叁
1969	参
1970	迨
1971	艰
1972	线
1973	绀
1974	绁
1975	绂
1976	练
1977	驵
1978	组
1979	绅
1980	细
1981	驶
1982	织
1983	驷
1984	驸
1985	驹
1986	终
1987	绉
1988	驺
1989	驻
1990	绊
1991	驼
1992	绋
1993	绌
1994	绍
1995	驿
1996	绎
1997	经
1998	骀
1999	贯
2000	甾
2001	砉
2002	耔
2003	契
2004	贰
2005	奏
2006	春
2007	帮
2008	珏
2009	珐
2010	珂
2011	珑
2012	玷
2013	玳
2014	珀
2015	顸
2016	珍
2017	玲
2018	珊
2019	珉
2020	珈
2021	玻
2022	毒
2023	型
2024	韨
2025	拭
2026	挂
2027	封
2028	持
2029	拮
2030	拷
2031	拱
2032	垭
2033	挝
2034	垣
2035	项
2036	垮
2037	挎
2038	垯
2039	挞
2040	城
2041	挟
2042	挠
2043	垤
2044	政
2045	赴
2046	赵
2047	赳
2048	贲
2049	垱
2050	挡
2051	拽
2052	垌
2053	哉
2054	垲
2055	挺
2056	括
2057	挢
2058	埏
2059	郝
2060	垍
2061	垧
2062	垢
2063	拴
2064	拾
2065	挑
2066	垛
2067	指
2068	垫
2069	挣
2070	挤
2071	垓
2072	垟
2073	拼
2074	垞
2075	挖
2076	按
2077	挥
2078	挦
2079	挪
2080	垠
2081	拯
2082	拶
2083	某
2084	甚
2085	荆
2086	茸
2087	革
2088	茜
2089	茬
2090	荐
2091	荙
2092	巷
2093	荚
2094	荑
2095	贳
2096	荛
2097	荜
2098	茈
2099	带
2100	草
2101	茧
2102	茼
2103	莒
2104	茵
2105	茴
2106	茱
2107	莛
2108	荞
2109	茯
2110	荏
2111	荇
2112	荃
2113	荟
2114	茶
2115	荀
2116	茗
2117	荠
2118	茭
2119	茨
2120	荒
2121	垩
2122	茳
