num	glyph	G1-source	description
5730	懟	G1-6D21	GB/T 12345—1990，77—01
5731	恝	G1-6D22	GB/T 12345—1990，77—02
5732	恚	G1-6D23	GB/T 12345—1990，77—03
5733	恧	G1-6D24	GB/T 12345—1990，77—04
5734	恁	G1-6D25	GB/T 12345—1990，77—05
5735	恙	G1-6D26	GB/T 12345—1990，77—06
5736	恣	G1-6D27	GB/T 12345—1990，77—07
5737	慤	G1-6D28	GB/T 12345—1990，77—08
5738	愆	G1-6D29	GB/T 12345—1990，77—09
5739	愍	G1-6D2A	GB/T 12345—1990，77—10
5740	慝	G1-6D2B	GB/T 12345—1990，77—11
5741	憩	G1-6D2C	GB/T 12345—1990，77—12
5742	憝	G1-6D2D	GB/T 12345—1990，77—13
5743	懋	G1-6D2E	GB/T 12345—1990，77—14
5744	懣	G1-6D2F	GB/T 12345—1990，77—15
5745	戇	G1-6D30	GB/T 12345—1990，77—16
5746	肀	G1-6D31	GB/T 12345—1990，77—17
5747	聿	G1-6D32	GB/T 12345—1990，77—18
5748	沓	G1-6D33	GB/T 12345—1990，77—19
5749	澩	G1-6D34	GB/T 12345—1990，77—20
5750	淼	G1-6D35	GB/T 12345—1990，77—21
5751	磯	G1-6D36	GB/T 12345—1990，77—22
5752	矸	G1-6D37	GB/T 12345—1990，77—23
5753	碭	G1-6D38	GB/T 12345—1990，77—24
5754	砉	G1-6D39	GB/T 12345—1990，77—25
5755	硨	G1-6D3A	GB/T 12345—1990，77—26
5756	砘	G1-6D3B	GB/T 12345—1990，77—27
5757	砑	G1-6D3C	GB/T 12345—1990，77—28
5758	斫	G1-6D3D	GB/T 12345—1990，77—29
5759	砭	G1-6D3E	GB/T 12345—1990，77—30
5760	碸	G1-6D3F	GB/T 12345—1990，77—31
5761	砝	G1-6D40	GB/T 12345—1990，77—32
5762	砹	G1-6D41	GB/T 12345—1990，77—33
5763	礪	G1-6D42	GB/T 12345—1990，77—34
5764	礱	G1-6D43	GB/T 12345—1990，77—35
5765	砟	G1-6D44	GB/T 12345—1990，77—36
5766	砼	G1-6D45	GB/T 12345—1990，77—37
5767	砥	G1-6D46	GB/T 12345—1990，77—38
5768	砬	G1-6D47	GB/T 12345—1990，77—39
5769	砣	G1-6D48	GB/T 12345—1990，77—40
5770	砩	G1-6D49	GB/T 12345—1990，77—41
5771	硎	G1-6D4A	GB/T 12345—1990，77—42
5772	硭	G1-6D4B	GB/T 12345—1990，77—43
5773	硤	G1-6D4C	GB/T 12345—1990，77—44
5774	磽	G1-6D4D	GB/T 12345—1990，77—45
5775	砦	G1-6D4E	GB/T 12345—1990，77—46
5776	硐	G1-6D4F	GB/T 12345—1990，77—47
5777	硇	G1-6D50	GB/T 12345—1990，77—48
5778	硌	G1-6D51	GB/T 12345—1990，77—49
5779	硪	G1-6D52	GB/T 12345—1990，77—50
5780	磧	G1-6D53	GB/T 12345—1990，77—51
5781	碓	G1-6D54	GB/T 12345—1990，77—52
5782	碚	G1-6D55	GB/T 12345—1990，77—53
5783	碇	G1-6D56	GB/T 12345—1990，77—54
5784	磣	G1-6D57	GB/T 12345—1990，77—55
5785	碡	G1-6D58	GB/T 12345—1990，77—56
5786	碣	G1-6D59	GB/T 12345—1990，77—57
5787	碲	G1-6D5A	GB/T 12345—1990，77—58
5788	碹	G1-6D5B	GB/T 12345—1990，77—59
5789	碥	G1-6D5C	GB/T 12345—1990，77—60
5790	磔	G1-6D5D	GB/T 12345—1990，77—61
5791	磙	G1-6D5E	GB/T 12345—1990，77—62
5792	磉	G1-6D5F	GB/T 12345—1990，77—63
5793	磬	G1-6D60	GB/T 12345—1990，77—64
5794	磲	G1-6D61	GB/T 12345—1990，77—65
5795	礅	G1-6D62	GB/T 12345—1990，77—66
5796	磴	G1-6D63	GB/T 12345—1990，77—67
5797	礓	G1-6D64	GB/T 12345—1990，77—68
5798	礤	G1-6D65	GB/T 12345—1990，77—69
5799	礞	G1-6D66	GB/T 12345—1990，77—70
5800	礴	G1-6D67	GB/T 12345—1990，77—71
5801	龕	G1-6D68	GB/T 12345—1990，77—72
5802	黹	G1-6D69	GB/T 12345—1990，77—73
5803	黻	G1-6D6A	GB/T 12345—1990，77—74
5804	黼	G1-6D6B	GB/T 12345—1990，77—75
5805	盱	G1-6D6C	GB/T 12345—1990，77—76
5806	眄	G1-6D6D	GB/T 12345—1990，77—77
5807	瞘	G1-6D6E	GB/T 12345—1990，77—78
5808	盹	G1-6D6F	GB/T 12345—1990，77—79
5809	眇	G1-6D70	GB/T 12345—1990，77—80
5810	眈	G1-6D71	GB/T 12345—1990，77—81
5811	眚	G1-6D72	GB/T 12345—1990，77—82
5812	眢	G1-6D73	GB/T 12345—1990，77—83
5813	眙	G1-6D74	GB/T 12345—1990，77—84
5814	眭	G1-6D75	GB/T 12345—1990，77—85
5815	眦	G1-6D76	GB/T 12345—1990，77—86
5816	眵	G1-6D77	GB/T 12345—1990，77—87
5817	眸	G1-6D78	GB/T 12345—1990，77—88
5818	睞	G1-6D79	GB/T 12345—1990，77—89
5819	瞼	G1-6D7A	GB/T 12345—1990，77—90
5820	睇	G1-6D7B	GB/T 12345—1990，77—91
5821	睃	G1-6D7C	GB/T 12345—1990，77—92
5822	睚	G1-6D7D	GB/T 12345—1990，77—93
5823	睨	G1-6D7E	GB/T 12345—1990，77—94
5824	睢	G1-6E21	GB/T 12345—1990，78—01
5825	睥	G1-6E22	GB/T 12345—1990，78—02
5826	睿	G1-6E23	GB/T 12345—1990，78—03
5827	瞍	G1-6E24	GB/T 12345—1990，78—04
5828	睽	G1-6E25	GB/T 12345—1990，78—05
5829	瞀	G1-6E26	GB/T 12345—1990，78—06
5830	瞌	G1-6E27	GB/T 12345—1990，78—07
5831	瞑	G1-6E28	GB/T 12345—1990，78—08
5832	瞟	G1-6E29	GB/T 12345—1990，78—09
5833	瞠	G1-6E2A	GB/T 12345—1990，78—10
5834	瞰	G1-6E2B	GB/T 12345—1990，78—11
5835	瞵	G1-6E2C	GB/T 12345—1990，78—12
5836	瞽	G1-6E2D	GB/T 12345—1990，78—13
5837	町	G1-6E2E	GB/T 12345—1990，78—14
5838	畀	G1-6E2F	GB/T 12345—1990，78—15
5839	畎	G1-6E30	GB/T 12345—1990，78—16
5840	畋	G1-6E31	GB/T 12345—1990，78—17
5841	畈	G1-6E32	GB/T 12345—1990，78—18
5842	畛	G1-6E33	GB/T 12345—1990，78—19
5843	畲	G1-6E34	GB/T 12345—1990，78—20
5844	畹	G1-6E35	GB/T 12345—1990，78—21
5845	疃	G1-6E36	GB/T 12345—1990，78—22
5846	罘	G1-6E37	GB/T 12345—1990，78—23
5847	罡	G1-6E38	GB/T 12345—1990，78—24
5848	罟	G1-6E39	GB/T 12345—1990，78—25
5849	詈	G1-6E3A	GB/T 12345—1990，78—26
5850	罨	G1-6E3B	GB/T 12345—1990，78—27
5851	羆	G1-6E3C	GB/T 12345—1990，78—28
5852	罱	G1-6E3D	GB/T 12345—1990，78—29
5853	罹	G1-6E3E	GB/T 12345—1990，78—30
5854	羈	G1-6E3F	GB/T 12345—1990，78—31
5855	罾	G1-6E40	GB/T 12345—1990，78—32
5856	盍	G1-6E41	GB/T 12345—1990，78—33
5857	盥	G1-6E42	GB/T 12345—1990，78—34
5858	蠲	G1-6E43	GB/T 12345—1990，78—35
5859	釒	G1-6E44	GB/T 12345—1990，78—36
5860	釓	G1-6E45	GB/T 12345—1990，78—37
5861	釔	G1-6E46	GB/T 12345—1990，78—38
5862	釙	G1-6E47	GB/T 12345—1990，78—39
5863	釗	G1-6E48	GB/T 12345—1990，78—40
5864	釕	G1-6E49	GB/T 12345—1990，78—41
5865	釷	G1-6E4A	GB/T 12345—1990，78—42
5866	釧	G1-6E4B	GB/T 12345—1990，78—43
5867	釤	G1-6E4C	GB/T 12345—1990，78—44
5868	鍆	G1-6E4D	GB/T 12345—1990，78—45
5869	釵	G1-6E4E	GB/T 12345—1990，78—46
5870	釹	G1-6E4F	GB/T 12345—1990，78—47
5871	鈈	G1-6E50	GB/T 12345—1990，78—48
5872	鈦	G1-6E51	GB/T 12345—1990，78—49
5873	鉅	G1-6E52	GB/T 12345—1990，78—50
5874	鈑	G1-6E53	GB/T 12345—1990，78—51
5875	鈐	G1-6E54	GB/T 12345—1990，78—52
5876	鈁	G1-6E55	GB/T 12345—1990，78—53
5877	鈧	G1-6E56	GB/T 12345—1990，78—54
5878	鈄	G1-6E57	GB/T 12345—1990，78—55
5879	鈥	G1-6E58	GB/T 12345—1990，78—56
5880	鈀	G1-6E59	GB/T 12345—1990，78—57
5881	鈺	G1-6E5A	GB/T 12345—1990，78—58
5882	鉦	G1-6E5B	GB/T 12345—1990，78—59
5883	鈷	G1-6E5C	GB/T 12345—1990，78—60
5884	鈳	G1-6E5D	GB/T 12345—1990，78—61
5885	鉕	G1-6E5E	GB/T 12345—1990，78—62
5886	鈽	G1-6E5F	GB/T 12345—1990，78—63
5887	鈸	G1-6E60	GB/T 12345—1990，78—64
5888	鉞	G1-6E61	GB/T 12345—1990，78—65
5889	鉬	G1-6E62	GB/T 12345—1990，78—66
5890	鉭	G1-6E63	GB/T 12345—1990，78—67
5891	鈿	G1-6E64	GB/T 12345—1990，78—68
5892	鑠	G1-6E65	GB/T 12345—1990，78—69
5893	鈰	G1-6E66	GB/T 12345—1990，78—70
5894	鉉	G1-6E67	GB/T 12345—1990，78—71
5895	鉈	G1-6E68	GB/T 12345—1990，78—72
5896	鉍	G1-6E69	GB/T 12345—1990，78—73
5897	鈮	G1-6E6A	GB/T 12345—1990，78—74
5898	鈹	G1-6E6B	GB/T 12345—1990，78—75
5899	鐸	G1-6E6C	GB/T 12345—1990，78—76
5900	銬	G1-6E6D	GB/T 12345—1990，78—77
5901	銠	G1-6E6E	GB/T 12345—1990，78—78
5902	鉺	G1-6E6F	GB/T 12345—1990，78—79
5903	銪	G1-6E70	GB/T 12345—1990，78—80
5904	鋮	G1-6E71	GB/T 12345—1990，78—81
5905	鋏	G1-6E72	GB/T 12345—1990，78—82
5906	鐃	G1-6E73	GB/T 12345—1990，78—83
5907	鋣	G1-6E74	GB/T 12345—1990，78—84
5908	鐺	G1-6E75	GB/T 12345—1990，78—85
5909	銱	G1-6E76	GB/T 12345—1990，78—86
5910	銦	G1-6E77	GB/T 12345—1990，78—87
5911	鎧	G1-6E78	GB/T 12345—1990，78—88
5912	銖	G1-6E79	GB/T 12345—1990，78—89
5913	鋌	G1-6E7A	GB/T 12345—1990，78—90
5914	銩	G1-6E7B	GB/T 12345—1990，78—91
5915	鏵	G1-6E7C	GB/T 12345—1990，78—92
5916	銓	G1-6E7D	GB/T 12345—1990，78—93
5917	鉿	G1-6E7E	GB/T 12345—1990，78—94
5918	鎩	G1-6F21	GB/T 12345—1990，79—01
5919	銚	G1-6F22	GB/T 12345—1990，79—02
5920	錚	G1-6F23	GB/T 12345—1990，79—03
5921	銫	G1-6F24	GB/T 12345—1990，79—04
5922	銃	G1-6F25	GB/T 12345—1990，79—05
5923	鐋	G1-6F26	GB/T 12345—1990，79—06
5924	銨	G1-6F27	GB/T 12345—1990，79—07
5925	銣	G1-6F28	GB/T 12345—1990，79—08
5926	鐒	G1-6F29	GB/T 12345—1990，79—09
5927	錸	G1-6F2A	GB/T 12345—1990，79—10
5928	鋱	G1-6F2B	GB/T 12345—1990，79—11
5929	鏗	G1-6F2C	GB/T 12345—1990，79—12
5930	鋥	G1-6F2D	GB/T 12345—1990，79—13
5931	鋰	G1-6F2E	GB/T 12345—1990，79—14
5932	鋯	G1-6F2F	GB/T 12345—1990，79—15
5933	鋨	G1-6F30	GB/T 12345—1990，79—16
5934	銼	G1-6F31	GB/T 12345—1990，79—17
5935	鋝	G1-6F32	GB/T 12345—1990，79—18
5936	鋶	G1-6F33	GB/T 12345—1990，79—19
5937	鐦	G1-6F34	GB/T 12345—1990，79—20
5938	鐧	G1-6F35	GB/T 12345—1990，79—21
5939	鋃	G1-6F36	GB/T 12345—1990，79—22
5940	鋟	G1-6F37	GB/T 12345—1990，79—23
5941	鋦	G1-6F38	GB/T 12345—1990，79—24
5942	錒	G1-6F39	GB/T 12345—1990，79—25
5943	錆	G1-6F3A	GB/T 12345—1990，79—26
5944	鍩	G1-6F3B	GB/T 12345—1990，79—27
5945	錛	G1-6F3C	GB/T 12345—1990，79—28
5946	鍀	G1-6F3D	GB/T 12345—1990，79—29
5947	錁	G1-6F3E	GB/T 12345—1990，79—30
5948	錕	G1-6F3F	GB/T 12345—1990，79—31
5949	錮	G1-6F40	GB/T 12345—1990，79—32
5950	鍃	G1-6F41	GB/T 12345—1990，79—33
5951	錇	G1-6F42	GB/T 12345—1990，79—34
5952	錈	G1-6F43	GB/T 12345—1990，79—35
5953	錟	G1-6F44	GB/T 12345—1990，79—36
5954	錙	G1-6F45	GB/T 12345—1990，79—37
5955	鍥	G1-6F46	GB/T 12345—1990，79—38
5956	鍇	G1-6F47	GB/T 12345—1990，79—39
5957	鍶	G1-6F48	GB/T 12345—1990，79—40
5958	鍔	G1-6F49	GB/T 12345—1990，79—41
5959	鍤	G1-6F4A	GB/T 12345—1990，79—42
5960	鎪	G1-6F4B	GB/T 12345—1990，79—43
5961	鍰	G1-6F4C	GB/T 12345—1990，79—44
5962	鎄	G1-6F4D	GB/T 12345—1990，79—45
5963	鏤	G1-6F4E	GB/T 12345—1990，79—46
5964	鏘	G1-6F4F	GB/T 12345—1990，79—47
5965	鐨	G1-6F50	GB/T 12345—1990，79—48
5966	鎇	G1-6F51	GB/T 12345—1990，79—49
5967	鏌	G1-6F52	GB/T 12345—1990，79—50
5968	鎘	G1-6F53	GB/T 12345—1990，79—51
5969	鎸	G1-6F54	GB/T 12345—1990，79—52
5970	鎿	G1-6F55	GB/T 12345—1990，79—53
5971	鎦	G1-6F56	GB/T 12345—1990，79—54
5972	鎰	G1-6F57	GB/T 12345—1990，79—55
5973	鎵	G1-6F58	GB/T 12345—1990，79—56
5974	鑌	G1-6F59	GB/T 12345—1990，79—57
5975	鏢	G1-6F5A	GB/T 12345—1990，79—58
5976	鏜	G1-6F5B	GB/T 12345—1990，79—59
5977	鏝	G1-6F5C	GB/T 12345—1990，79—60
5978	鏍	G1-6F5D	GB/T 12345—1990，79—61
5979	鏞	G1-6F5E	GB/T 12345—1990，79—62
5980	鏃	G1-6F5F	GB/T 12345—1990，79—63
5981	鏇	G1-6F60	GB/T 12345—1990，79—64
5982	鏑	G1-6F61	GB/T 12345—1990，79—65
5983	鐔	G1-6F62	GB/T 12345—1990，79—66
5984	鐝	G1-6F63	GB/T 12345—1990，79—67
5985	鏷	G1-6F64	GB/T 12345—1990，79—68
5986	鑥	G1-6F65	GB/T 12345—1990，79—69
5987	鐓	G1-6F66	GB/T 12345—1990，79—70
5988	鑭	G1-6F67	GB/T 12345—1990，79—71
5989	鐠	G1-6F68	GB/T 12345—1990，79—72
5990	鑹	G1-6F69	GB/T 12345—1990，79—73
5991	鏹	G1-6F6A	GB/T 12345—1990，79—74
5992	鐙	G1-6F6B	GB/T 12345—1990，79—75
5993	鑊	G1-6F6C	GB/T 12345—1990，79—76
5994	鐲	G1-6F6D	GB/T 12345—1990，79—77
5995	鐿	G1-6F6E	GB/T 12345—1990，79—78
5996	鑔	G1-6F6F	GB/T 12345—1990，79—79
5997	鑣	G1-6F70	GB/T 12345—1990，79—80
5998	鍾	G1-6F71	GB/T 12345—1990，79—81
5999	矧	G1-6F72	GB/T 12345—1990，79—82
6000	矬	G1-6F73	GB/T 12345—1990，79—83
6001	雉	G1-6F74	GB/T 12345—1990，79—84
6002	秕	G1-6F75	GB/T 12345—1990，79—85
6003	秭	G1-6F76	GB/T 12345—1990，79—86
6004	秣	G1-6F77	GB/T 12345—1990，79—87
6005	秫	G1-6F78	GB/T 12345—1990，79—88
6006	稆	G1-6F79	GB/T 12345—1990，79—89
6007	嵇	G1-6F7A	GB/T 12345—1990，79—90
6008	稃	G1-6F7B	GB/T 12345—1990，79—91
6009	稂	G1-6F7C	GB/T 12345—1990，79—92
6010	稞	G1-6F7D	GB/T 12345—1990，79—93
6011	稔	G1-6F7E	GB/T 12345—1990，79—94
6012	稹	G1-7021	GB/T 12345—1990，80—01
6013	稷	G1-7022	GB/T 12345—1990，80—02
6014	穡	G1-7023	GB/T 12345—1990，80—03
6015	黏	G1-7024	GB/T 12345—1990，80—04
6016	馥	G1-7025	GB/T 12345—1990，80—05
6017	穰	G1-7026	GB/T 12345—1990，80—06
6018	皈	G1-7027	GB/T 12345—1990，80—07
6019	皎	G1-7028	GB/T 12345—1990，80—08
6020	皓	G1-7029	GB/T 12345—1990，80—09
6021	皙	G1-702A	GB/T 12345—1990，80—10
6022	皤	G1-702B	GB/T 12345—1990，80—11
6023	瓞	G1-702C	GB/T 12345—1990，80—12
6024	瓠	G1-702D	GB/T 12345—1990，80—13
6025	甬	G1-702E	GB/T 12345—1990，80—14
6026	鳩	G1-702F	GB/T 12345—1990，80—15
6027	鳶	G1-7030	GB/T 12345—1990，80—16
6028	鴇	G1-7031	GB/T 12345—1990，80—17
6029	鴆	G1-7032	GB/T 12345—1990，80—18
6030	鴣	G1-7033	GB/T 12345—1990，80—19
6031	鶇	G1-7034	GB/T 12345—1990，80—20
6032	鸕	G1-7035	GB/T 12345—1990，80—21
6033	鴝	G1-7036	GB/T 12345—1990，80—22
6034	鴟	G1-7037	GB/T 12345—1990，80—23
6035	鷥	G1-7038	GB/T 12345—1990，80—24
6036	鴯	G1-7039	GB/T 12345—1990，80—25
6037	鷙	G1-703A	GB/T 12345—1990，80—26
6038	鴰	G1-703B	GB/T 12345—1990，80—27
6039	鵂	G1-703C	GB/T 12345—1990，80—28
6040	鸞	G1-703D	GB/T 12345—1990，80—29
6041	鵓	G1-703E	GB/T 12345—1990，80—30
6042	鸝	G1-703F	GB/T 12345—1990，80—31
6043	鵠	G1-7040	GB/T 12345—1990，80—32
6044	鵒	G1-7041	GB/T 12345—1990，80—33
6045	鷳	G1-7042	GB/T 12345—1990，80—34
6046	鵜	G1-7043	GB/T 12345—1990，80—35
6047	鵡	G1-7044	GB/T 12345—1990，80—36
6048	鶓	G1-7045	GB/T 12345—1990，80—37
6049	鵪	G1-7046	GB/T 12345—1990，80—38
6050	鵯	G1-7047	GB/T 12345—1990，80—39
6051	鶉	G1-7048	GB/T 12345—1990，80—40
6052	鶘	G1-7049	GB/T 12345—1990，80—41
6053	鶚	G1-704A	GB/T 12345—1990，80—42
6054	鷀	G1-704B	GB/T 12345—1990，80—43
6055	鶥	G1-704C	GB/T 12345—1990，80—44
6056	鶩	G1-704D	GB/T 12345—1990，80—45
6057	鷂	G1-704E	GB/T 12345—1990，80—46
6058	鶼	G1-704F	GB/T 12345—1990，80—47
6059	鸚	G1-7050	GB/T 12345—1990，80—48
6060	鷓	G1-7051	GB/T 12345—1990，80—49
6061	鷚	G1-7052	GB/T 12345—1990，80—50
6062	鷯	G1-7053	GB/T 12345—1990，80—51
6063	鷦	G1-7054	GB/T 12345—1990，80—52
6064	鷲	G1-7055	GB/T 12345—1990，80—53
6065	鷸	G1-7056	GB/T 12345—1990，80—54
6066	鸌	G1-7057	GB/T 12345—1990，80—55
6067	鷺	G1-7058	GB/T 12345—1990，80—56
6068	鸛	G1-7059	GB/T 12345—1990，80—57
6069	疒	G1-705A	GB/T 12345—1990，80—58
6070	疔	G1-705B	GB/T 12345—1990，80—59
6071	癤	G1-705C	GB/T 12345—1990，80—60
6072	癘	G1-705D	GB/T 12345—1990，80—61
6073	疝	G1-705E	GB/T 12345—1990，80—62
6074	癧	G1-705F	GB/T 12345—1990，80—63
6075	疣	G1-7060	GB/T 12345—1990，80—64
6076	疳	G1-7061	GB/T 12345—1990，80—65
6077	疴	G1-7062	GB/T 12345—1990，80—66
6078	疸	G1-7063	GB/T 12345—1990，80—67
6079	痄	G1-7064	GB/T 12345—1990，80—68
6080	疱	G1-7065	GB/T 12345—1990，80—69
6081	疰	G1-7066	GB/T 12345—1990，80—70
6082	痃	G1-7067	GB/T 12345—1990，80—71
6083	痂	G1-7068	GB/T 12345—1990，80—72
6084	瘂	G1-7069	GB/T 12345—1990，80—73
6085	痍	G1-706A	GB/T 12345—1990，80—74
6086	痣	G1-706B	GB/T 12345—1990，80—75
6087	癆	G1-706C	GB/T 12345—1990，80—76
6088	痦	G1-706D	GB/T 12345—1990，80—77
6089	痤	G1-706E	GB/T 12345—1990，80—78
6090	癇	G1-706F	GB/T 12345—1990，80—79
6091	痧	G1-7070	GB/T 12345—1990，80—80
6092	瘃	G1-7071	GB/T 12345—1990，80—81
6093	痱	G1-7072	GB/T 12345—1990，80—82
6094	痼	G1-7073	GB/T 12345—1990，80—83
6095	痿	G1-7074	GB/T 12345—1990，80—84
6096	瘐	G1-7075	GB/T 12345—1990，80—85
6097	瘀	G1-7076	GB/T 12345—1990，80—86
6098	癉	G1-7077	GB/T 12345—1990，80—87
6099	瘌	G1-7078	GB/T 12345—1990，80—88
6100	瘞	G1-7079	GB/T 12345—1990，80—89
6101	瘊	G1-707A	GB/T 12345—1990，80—90
6102	瘥	G1-707B	GB/T 12345—1990，80—91
6103	瘻	G1-707C	GB/T 12345—1990，80—92
6104	瘕	G1-707D	GB/T 12345—1990，80—93
6105	瘙	G1-707E	GB/T 12345—1990，80—94
6106	瘛	G1-7121	GB/T 12345—1990，81—01
6107	瘼	G1-7122	GB/T 12345—1990，81—02
6108	瘢	G1-7123	GB/T 12345—1990，81—03
6109	瘠	G1-7124	GB/T 12345—1990，81—04
6110	癀	G1-7125	GB/T 12345—1990，81—05
6111	瘭	G1-7126	GB/T 12345—1990，81—06
6112	瘰	G1-7127	GB/T 12345—1990，81—07
6113	癭	G1-7128	GB/T 12345—1990，81—08
6114	瘵	G1-7129	GB/T 12345—1990，81—09
6115	癃	G1-712A	GB/T 12345—1990，81—10
6116	癮	G1-712B	GB/T 12345—1990，81—11
6117	瘳	G1-712C	GB/T 12345—1990，81—12
6118	癍	G1-712D	GB/T 12345—1990，81—13
6119	癩	G1-712E	GB/T 12345—1990，81—14
6120	癔	G1-712F	GB/T 12345—1990，81—15
6121	癜	G1-7130	GB/T 12345—1990，81—16
6122	癖	G1-7131	GB/T 12345—1990，81—17
6123	癲	G1-7132	GB/T 12345—1990，81—18
6124	癯	G1-7133	GB/T 12345—1990，81—19
6125	翊	G1-7134	GB/T 12345—1990，81—20
6126	竦	G1-7135	GB/T 12345—1990，81—21
6127	穸	G1-7136	GB/T 12345—1990，81—22
6128	穹	G1-7137	GB/T 12345—1990，81—23
6129	窀	G1-7138	GB/T 12345—1990，81—24
6130	窆	G1-7139	GB/T 12345—1990，81—25
6131	窈	G1-713A	GB/T 12345—1990，81—26
6132	窕	G1-713B	GB/T 12345—1990，81—27
6133	竇	G1-713C	GB/T 12345—1990，81—28
6134	窠	G1-713D	GB/T 12345—1990，81—29
6135	窬	G1-713E	GB/T 12345—1990，81—30
6136	窨	G1-713F	GB/T 12345—1990，81—31
6137	窶	G1-7140	GB/T 12345—1990，81—32
6138	窳	G1-7141	GB/T 12345—1990，81—33
6139	衤	G1-7142	GB/T 12345—1990，81—34
6140	衩	G1-7143	GB/T 12345—1990，81—35
6141	衲	G1-7144	GB/T 12345—1990，81—36
6142	衽	G1-7145	GB/T 12345—1990，81—37
6143	衿	G1-7146	GB/T 12345—1990，81—38
6144	袂	G1-7147	GB/T 12345—1990，81—39
6145	袢	G1-7148	GB/T 12345—1990，81—40
6146	襠	G1-7149	GB/T 12345—1990，81—41
6147	袷	G1-714A	GB/T 12345—1990，81—42
6148	袼	G1-714B	GB/T 12345—1990，81—43
6149	裉	G1-714C	GB/T 12345—1990，81—44
6150	褳	G1-714D	GB/T 12345—1990，81—45
6151	裎	G1-714E	GB/T 12345—1990，81—46
6152	襝	G1-714F	GB/T 12345—1990，81—47
6153	襇	G1-7150	GB/T 12345—1990，81—48
6154	裱	G1-7151	GB/T 12345—1990，81—49
6155	褚	G1-7152	GB/T 12345—1990，81—50
6156	裼	G1-7153	GB/T 12345—1990，81—51
6157	裨	G1-7154	GB/T 12345—1990，81—52
6158	裾	G1-7155	GB/T 12345—1990，81—53
6159	裰	G1-7156	GB/T 12345—1990，81—54
6160	褡	G1-7157	GB/T 12345—1990，81—55
6161	褙	G1-7158	GB/T 12345—1990，81—56
6162	褓	G1-7159	GB/T 12345—1990，81—57
6163	褸	G1-715A	GB/T 12345—1990，81—58
6164	褊	G1-715B	GB/T 12345—1990，81—59
6165	襤	G1-715C	GB/T 12345—1990，81—60
6166	褫	G1-715D	GB/T 12345—1990，81—61
6167	褶	G1-715E	GB/T 12345—1990，81—62
6168	襁	G1-715F	GB/T 12345—1990，81—63
6169	襦	G1-7160	GB/T 12345—1990，81—64
6170	襻	G1-7161	GB/T 12345—1990，81—65
6171	疋	G1-7162	GB/T 12345—1990，81—66
6172	胥	G1-7163	GB/T 12345—1990，81—67
6173	皸	G1-7164	GB/T 12345—1990，81—68
6174	皴	G1-7165	GB/T 12345—1990，81—69
6175	矜	G1-7166	GB/T 12345—1990，81—70
6176	耒	G1-7167	GB/T 12345—1990，81—71
6177	耔	G1-7168	GB/T 12345—1990，81—72
6178	耖	G1-7169	GB/T 12345—1990，81—73
6179	耜	G1-716A	GB/T 12345—1990，81—74
6180	耠	G1-716B	GB/T 12345—1990，81—75
6181	耮	G1-716C	GB/T 12345—1990，81—76
6182	耥	G1-716D	GB/T 12345—1990，81—77
6183	耦	G1-716E	GB/T 12345—1990，81—78
6184	耬	G1-716F	GB/T 12345—1990，81—79
6185	耩	G1-7170	GB/T 12345—1990，81—80
6186	耨	G1-7171	GB/T 12345—1990，81—81
6187	耱	G1-7172	GB/T 12345—1990，81—82
6188	耋	G1-7173	GB/T 12345—1990，81—83
6189	耵	G1-7174	GB/T 12345—1990，81—84
6190	聃	G1-7175	GB/T 12345—1990，81—85
6191	聆	G1-7176	GB/T 12345—1990，81—86
6192	聹	G1-7177	GB/T 12345—1990，81—87
6193	聒	G1-7178	GB/T 12345—1990，81—88
6194	聵	G1-7179	GB/T 12345—1990，81—89
6195	聱	G1-717A	GB/T 12345—1990，81—90
6196	覃	G1-717B	GB/T 12345—1990，81—91
6197	頇	G1-717C	GB/T 12345—1990，81—92
6198	頎	G1-717D	GB/T 12345—1990，81—93
6199	頏	G1-717E	GB/T 12345—1990，81—94
6200	頡	G1-7221	GB/T 12345—1990，82—01
6201	頜	G1-7222	GB/T 12345—1990，82—02
6202	潁	G1-7223	GB/T 12345—1990，82—03
6203	頦	G1-7224	GB/T 12345—1990，82—04
6204	頷	G1-7225	GB/T 12345—1990，82—05
6205	顎	G1-7226	GB/T 12345—1990，82—06
6206	顓	G1-7227	GB/T 12345—1990，82—07
6207	顳	G1-7228	GB/T 12345—1990，82—08
6208	顢	G1-7229	GB/T 12345—1990，82—09
6209	顙	G1-722A	GB/T 12345—1990，82—10
6210	顥	G1-722B	GB/T 12345—1990，82—11
6211	顬	G1-722C	GB/T 12345—1990，82—12
6212	顰	G1-722D	GB/T 12345—1990，82—13
6213	虍	G1-722E	GB/T 12345—1990，82—14
6214	虔	G1-722F	GB/T 12345—1990，82—15
6215	虬	G1-7230	GB/T 12345—1990，82—16
6216	蟣	G1-7231	GB/T 12345—1990，82—17
6217	蠆	G1-7232	GB/T 12345—1990，82—18
6218	虺	G1-7233	GB/T 12345—1990，82—19
6219	虼	G1-7234	GB/T 12345—1990，82—20
6220	虻	G1-7235	GB/T 12345—1990，82—21
6221	蚨	G1-7236	GB/T 12345—1990，82—22
6222	蚍	G1-7237	GB/T 12345—1990，82—23
6223	蚋	G1-7238	GB/T 12345—1990，82—24
6224	蜆	G1-7239	GB/T 12345—1990，82—25
6225	蚝	G1-723A	GB/T 12345—1990，82—26
