num	glyph	GT-source	description
709	唱	GT-0788	标准电码本，0788
710	唳	GT-0789	标准电码本，0789
711	唾	GT-0790	标准电码本，0790
712	啁	GT-0791	标准电码本，0791
713	啄	GT-0793	标准电码本，0793
714	商	GT-0794	标准电码本，0794
715	问	GT-0795	标准电码本，0795
716	启	GT-0796	标准电码本，0796
717	啖	GT-0797	标准电码本，0797
718	啥	GT-0798	标准电码本，0798
719	啜	GT-0799	标准电码本，0799
720	哑	GT-0800	标准电码本，0800
721	唬	GT-0801	标准电码本，0801
722	啤	GT-0802	标准电码本，0802
723	啡	GT-0803	标准电码本，0803
724	啻	GT-0804	标准电码本，0804
725	啼	GT-0805	标准电码本，0805
726	喁	GT-0806	标准电码本，0806
727	喀	GT-0807	标准电码本，0807
728	喂	GT-0808	标准电码本，0808
729	喃	GT-0809	标准电码本，0809
730	善	GT-0810	标准电码本，0810
731	喆	GT-0811	标准电码本，0811
732	喇	GT-0812	标准电码本，0812
733	喈	GT-0813	标准电码本，0813
734	喉	GT-0814	标准电码本，0814
735	喊	GT-0815	标准电码本，0815
736	喏	GT-0816	标准电码本，0816
737	喋	GT-0818	标准电码本，0818
738	喑	GT-0819	标准电码本，0819
739	喘	GT-0820	标准电码本，0820
740	喙	GT-0821	标准电码本，0821
741	唤	GT-0822	标准电码本，0822
742	喜	GT-0823	标准电码本，0823
743	喝	GT-0824	标准电码本，0824
744	唧	GT-0825	标准电码本，0825
745	喧	GT-0826	标准电码本，0826
746	喻	GT-0827	标准电码本，0827
747	丧	GT-0828	标准电码本，0828
748	乔	GT-0829	标准电码本，0829
749	单	GT-0830	标准电码本，0830
750	啾	GT-0831	标准电码本，0831
751	喹	GT-0832	标准电码本，0832
752	嗅	GT-0833	标准电码本，0833
753	吗	GT-0834	标准电码本，0834
754	啬	GT-0835	标准电码本，0835
755	嗑	GT-0836	标准电码本，0836
756	嗓	GT-0837	标准电码本，0837
757	嗔	GT-0838	标准电码本，0838
758	呜	GT-0839	标准电码本，0839
759	嗪	GT-0840	标准电码本，0840
760	嗜	GT-0841	标准电码本，0841
761	嗟	GT-0842	标准电码本，0842
762	嗣	GT-0843	标准电码本，0843
763	嗤	GT-0844	标准电码本，0844
764	喔	GT-0845	标准电码本，0845
765	喟	GT-0846	标准电码本，0846
766	哟	GT-0847	标准电码本，0847
767	嗡	GT-0849	标准电码本，0849
768	呛	GT-0850	标准电码本，0850
769	嗉	GT-0851	标准电码本，0851
770	嗒	GT-0852	标准电码本，0852
771	喽	GT-0853	标准电码本，0853
772	叹	GT-0855	标准电码本，0855
773	嘈	GT-0856	标准电码本，0856
774	嘉	GT-0857	标准电码本，0857
775	嘏	GT-0858	标准电码本，0858
776	嘛	GT-0859	标准电码本，0859
777	唛	GT-0860	标准电码本，0860
778	啧	GT-0862	标准电码本，0862
779	尝	GT-0863	标准电码本，0863
780	嘘	GT-0864	标准电码本，0864
781	噻	GT-0865	标准电码本，0865
782	嚎	GT-0866	标准电码本，0866
783	嘎	GT-0867	标准电码本，0867
784	呕	GT-0868	标准电码本，0868
785	嗷	GT-0869	标准电码本，0869
786	嗽	GT-0870	标准电码本，0870
787	嗾	GT-0871	标准电码本，0871
788	嘬	GT-0872	标准电码本，0872
789	哗	GT-0873	标准电码本，0873
790	哔	GT-0874	标准电码本，0874
791	叽	GT-0875	标准电码本，0875
792	啸	GT-0876	标准电码本，0876
793	嘲	GT-0877	标准电码本，0877
794	嘴	GT-0878	标准电码本，0878
795	哓	GT-0879	标准电码本，0879
796	嘶	GT-0880	标准电码本，0880
797	嗥	GT-0881	标准电码本，0881
798	嘹	GT-0882	标准电码本，0882
799	嘻	GT-0883	标准电码本，0883
800	嘿	GT-0884	标准电码本，0884
801	噌	GT-0886	标准电码本，0886
802	噍	GT-0887	标准电码本，0887
803	噎	GT-0888	标准电码本，0888
804	噢	GT-0889	标准电码本，0889
805	噤	GT-0891	标准电码本，0891
806	器	GT-0892	标准电码本，0892
807	噩	GT-0893	标准电码本，0893
808	噪	GT-0894	标准电码本，0894
809	噫	GT-0895	标准电码本，0895
810	噬	GT-0896	标准电码本，0896
811	嗳	GT-0897	标准电码本，0897
812	哙	GT-0898	标准电码本，0898
813	喷	GT-0899	标准电码本，0899
814	噶	GT-0900	标准电码本，0900
815	哝	GT-0901	标准电码本，0901
816	哕	GT-0902	标准电码本，0902
817	吨	GT-0903	标准电码本，0903
818	噱	GT-0904	标准电码本，0904
819	咛	GT-0905	标准电码本，0905
820	嚅	GT-0906	标准电码本，0906
821	嚏	GT-0908	标准电码本，0908
822	啮	GT-0909	标准电码本，0909
823	嚚	GT-0910	标准电码本，0910
824	冁	GT-0912	标准电码本，0912
825	严	GT-0917	标准电码本，0917
826	咙	GT-0918	标准电码本，0918
827	嘤	GT-0919	标准电码本，0919
828	嚼	GT-0920	标准电码本，0920
829	啭	GT-0921	标准电码本，0921
830	嗫	GT-0922	标准电码本，0922
831	嚣	GT-0923	标准电码本，0923
832	嚷	GT-0924	标准电码本，0924
833	囊	GT-0926	标准电码本，0926
834	呓	GT-0927	标准电码本，0927
835	嘱	GT-0928	标准电码本，0928
836	叻	GT-0930	标准电码本，0930
837	囗	GT-0931	标准电码本，0931
838	回	GT-0932	标准电码本，0932
839	囚	GT-0933	标准电码本，0933
840	四	GT-0934	标准电码本，0934
841	囱	GT-0935	标准电码本，0935
842	因	GT-0936	标准电码本，0936
843	囤	GT-0937	标准电码本，0937
844	困	GT-0938	标准电码本，0938
845	囫	GT-0939	标准电码本，0939
846	囷	GT-0940	标准电码本，0940
847	囹	GT-0941	标准电码本，0941
848	固	GT-0942	标准电码本，0942
849	囿	GT-0943	标准电码本，0943
850	圃	GT-0944	标准电码本，0944
851	圄	GT-0945	标准电码本，0945
852	圈	GT-0946	标准电码本，0946
853	圉	GT-0947	标准电码本，0947
854	国	GT-0948	标准电码本，0948
855	囵	GT-0950	标准电码本，0950
856	圐	GT-0951	标准电码本，0951
857	圙	GT-0952	标准电码本，0952
858	围	GT-0953	标准电码本，0953
859	园	GT-0954	标准电码本，0954
860	圆	GT-0955	标准电码本，0955
861	图	GT-0956	标准电码本，0956
862	团	GT-0957	标准电码本，0957
863	圜	GT-0958	标准电码本，0958
864	土	GT-0960	标准电码本，0960
865	在	GT-0961	标准电码本，0961
866	圩	GT-0962	标准电码本，0962
867	圬	GT-0963	标准电码本，0963
868	圭	GT-0964	标准电码本，0964
869	圮	GT-0965	标准电码本，0965
870	地	GT-0966	标准电码本，0966
871	圻	GT-0967	标准电码本，0967
872	址	GT-0968	标准电码本，0968
873	圾	GT-0969	标准电码本，0969
874	坟	GT-0970	标准电码本，0970
875	均	GT-0971	标准电码本，0971
876	坊	GT-0972	标准电码本，0972
877	坍	GT-0973	标准电码本，0973
878	坎	GT-0974	标准电码本，0974
879	坏	GT-0975	标准电码本，0975
880	坐	GT-0976	标准电码本，0976
881	坑	GT-0977	标准电码本，0977
882	坂	GT-0978	标准电码本，0978
883	坌	GT-0979	标准电码本，0979
884	坡	GT-0980	标准电码本，0980
885	坤	GT-0981	标准电码本，0981
886	坦	GT-0982	标准电码本，0982
887	坭	GT-0983	标准电码本，0983
888	坩	GT-0984	标准电码本，0984
889	坷	GT-0985	标准电码本，0985
890	坼	GT-0986	标准电码本，0986
891	垂	GT-0987	标准电码本，0987
892	坪	GT-0988	标准电码本，0988
893	坫	GT-0989	标准电码本，0989
894	坰	GT-0990	标准电码本，0990
895	坳	GT-0991	标准电码本，0991
896	型	GT-0992	标准电码本，0992
897	垓	GT-0993	标准电码本，0993
898	坬	GT-0994	标准电码本，0994
899	垠	GT-0995	标准电码本，0995
900	垢	GT-0996	标准电码本，0996
901	垣	GT-0997	标准电码本，0997
902	垃	GT-0998	标准电码本，0998
903	坯	GT-0999	标准电码本，0999
904	垛	GT-1000	标准电码本，1000
905	坨	GT-1001	标准电码本，1001
906	埃	GT-1002	标准电码本，1002
907	埋	GT-1003	标准电码本，1003
908	城	GT-1004	标准电码本，1004
909	埒	GT-1005	标准电码本，1005
910	垮	GT-1006	标准电码本，1006
911	埏	GT-1007	标准电码本，1007
912	域	GT-1008	标准电码本，1008
913	埠	GT-1009	标准电码本，1009
914	垧	GT-1010	标准电码本，1010
915	埭	GT-1011	标准电码本，1011
916	垡	GT-1012	标准电码本，1012
917	执	GT-1013	标准电码本，1013
918	培	GT-1014	标准电码本，1014
919	基	GT-1015	标准电码本，1015
920	堂	GT-1016	标准电码本，1016
921	坚	GT-1017	标准电码本，1017
922	堆	GT-1018	标准电码本，1018
923	垩	GT-1019	标准电码本，1019
924	埤	GT-1020	标准电码本，1020
925	埴	GT-1021	标准电码本，1021
926	埵	GT-1022	标准电码本，1022
927	埸	GT-1023	标准电码本，1023
928	堃	GT-1024	标准电码本，1024
929	堙	GT-1025	标准电码本，1025
930	堞	GT-1026	标准电码本，1026
931	堡	GT-1027	标准电码本，1027
932	堠	GT-1028	标准电码本，1028
933	堤	GT-1029	标准电码本，1029
934	堪	GT-1030	标准电码本，1030
935	尧	GT-1031	标准电码本，1031
936	报	GT-1032	标准电码本，1032
937	埔	GT-1033	标准电码本，1033
938	场	GT-1034	标准电码本，1034
939	堵	GT-1035	标准电码本，1035
940	埝	GT-1036	标准电码本，1036
941	堰	GT-1037	标准电码本，1037
942	垾	GT-1038	标准电码本，1038
943	塍	GT-1039	标准电码本，1039
944	块	GT-1040	标准电码本，1040
945	茔	GT-1041	标准电码本，1041
946	塌	GT-1042	标准电码本，1042
947	塑	GT-1043	标准电码本，1043
948	塔	GT-1044	标准电码本，1044
949	墓	GT-1045	标准电码本，1045
950	塚	GT-1046	标准电码本，1046
951	塘	GT-1048	标准电码本，1048
952	塞	GT-1049	标准电码本，1049
953	填	GT-1050	标准电码本，1050
954	坞	GT-1051	标准电码本，1051
955	垲	GT-1052	标准电码本，1052
956	埙	GT-1053	标准电码本，1053
957	埘	GT-1054	标准电码本，1054
958	堼	GT-1055	标准电码本，1055
959	坝	GT-1056	标准电码本，1056
960	尘	GT-1057	标准电码本，1057
961	堑	GT-1058	标准电码本，1058
962	塾	GT-1060	标准电码本，1060
963	塂	GT-1061	标准电码本，1061
964	墀	GT-1062	标准电码本，1062
965	墁	GT-1063	标准电码本，1063
966	境	GT-1064	标准电码本，1064
967	墅	GT-1065	标准电码本，1065
968	墉	GT-1066	标准电码本，1066
969	垫	GT-1067	标准电码本，1067
970	墄	GT-1068	标准电码本，1068
971	埫	GT-1069	标准电码本，1069
972	坠	GT-1071	标准电码本，1071
973	增	GT-1073	标准电码本，1073
974	墟	GT-1074	标准电码本，1074
975	墨	GT-1075	标准电码本，1075
976	墩	GT-1076	标准电码本，1076
977	堕	GT-1077	标准电码本，1077
978	塄	GT-1080	标准电码本，1080
979	塆	GT-1081	标准电码本，1081
980	墈	GT-1082	标准电码本，1082
981	垦	GT-1083	标准电码本，1083
982	壁	GT-1084	标准电码本，1084
983	壅	GT-1085	标准电码本，1085
984	坛	GT-1086	标准电码本，1086
985	壑	GT-1089	标准电码本，1089
986	压	GT-1090	标准电码本，1090
987	壕	GT-1091	标准电码本，1091
988	垒	GT-1093	标准电码本，1093
989	圹	GT-1094	标准电码本，1094
990	垄	GT-1096	标准电码本，1096
991	垆	GT-1097	标准电码本，1097
992	壤	GT-1099	标准电码本，1099
993	圳	GT-1101	标准电码本，1101
994	士	GT-1102	标准电码本，1102
995	壬	GT-1103	标准电码本，1103
996	壮	GT-1104	标准电码本，1104
997	壹	GT-1105	标准电码本，1105
998	壶	GT-1106	标准电码本，1106
999	寿	GT-1108	标准电码本，1108
1000	壸	GT-1109	标准电码本，1109
1001	椴	GT-1110	标准电码本，1110
1002	夂	GT-1111	标准电码本，1111
1003	夆	GT-1112	标准电码本，1112
1004	簖	GT-1113	标准电码本，1113
1005	夊	GT-1114	标准电码本，1114
1006	夏	GT-1115	标准电码本，1115
1007	砘	GT-1116	标准电码本，1116
1008	跺	GT-1118	标准电码本，1118
1009	夕	GT-1119	标准电码本，1119
1010	外	GT-1120	标准电码本，1120
1011	夙	GT-1121	标准电码本，1121
1012	多	GT-1122	标准电码本，1122
1013	夜	GT-1123	标准电码本，1123
1014	够	GT-1124	标准电码本，1124
1015	梦	GT-1125	标准电码本，1125
1016	夤	GT-1126	标准电码本，1126
1017	夥	GT-1127	标准电码本，1127
1018	婀	GT-1128	标准电码本，1128
1019	大	GT-1129	标准电码本，1129
1020	夭	GT-1130	标准电码本，1130
1021	天	GT-1131	标准电码本，1131
1022	太	GT-1132	标准电码本，1132
1023	夫	GT-1133	标准电码本，1133
1024	夬	GT-1134	标准电码本，1134
1025	央	GT-1135	标准电码本，1135
1026	失	GT-1136	标准电码本，1136
1027	夯	GT-1137	标准电码本，1137
1028	夷	GT-1138	标准电码本，1138
1029	夸	GT-1139	标准电码本，1139
1030	夹	GT-1140	标准电码本，1140
1031	奄	GT-1141	标准电码本，1141
1032	奇	GT-1142	标准电码本，1142
1033	奈	GT-1143	标准电码本，1143
1034	奉	GT-1144	标准电码本，1144
1035	奎	GT-1145	标准电码本，1145
1036	奏	GT-1146	标准电码本，1146
1037	奂	GT-1147	标准电码本，1147
1038	契	GT-1148	标准电码本，1148
1039	奔	GT-1149	标准电码本，1149
1040	奕	GT-1150	标准电码本，1150
1041	奓	GT-1151	标准电码本，1151
1042	套	GT-1152	标准电码本，1152
1043	奚	GT-1153	标准电码本，1153
1044	锇	GT-1154	标准电码本，1154
1045	奘	GT-1155	标准电码本，1155
1046	奠	GT-1156	标准电码本，1156
1047	奢	GT-1158	标准电码本，1158
1048	奥	GT-1159	标准电码本，1159
1049	奁	GT-1160	标准电码本，1160
1050	夺	GT-1161	标准电码本，1161
1051	奖	GT-1162	标准电码本，1162
1052	奭	GT-1163	标准电码本，1163
1053	奋	GT-1164	标准电码本，1164
1054	奀	GT-1165	标准电码本，1165
1055	女	GT-1166	标准电码本，1166
1056	奴	GT-1167	标准电码本，1167
1057	奶	GT-1168	标准电码本，1168
1058	奸	GT-1169	标准电码本，1169
1059	好	GT-1170	标准电码本，1170
1060	妁	GT-1171	标准电码本，1171
1061	如	GT-1172	标准电码本，1172
1062	妃	GT-1173	标准电码本，1173
1063	妄	GT-1174	标准电码本，1174
1064	妊	GT-1175	标准电码本，1175
1065	妒	GT-1176	标准电码本，1176
1066	妍	GT-1177	标准电码本，1177
1067	妓	GT-1178	标准电码本，1178
1068	妖	GT-1179	标准电码本，1179
1069	妗	GT-1180	标准电码本，1180
1070	妙	GT-1181	标准电码本，1181
1071	妆	GT-1182	标准电码本，1182
1072	妣	GT-1183	标准电码本，1183
1073	妤	GT-1184	标准电码本，1184
1074	妥	GT-1185	标准电码本，1185
1075	妨	GT-1186	标准电码本，1186
1076	妯	GT-1187	标准电码本，1187
1077	妹	GT-1188	标准电码本，1188
1078	妻	GT-1189	标准电码本，1189
1079	妾	GT-1190	标准电码本，1190
1080	姆	GT-1191	标准电码本，1191
1081	姊	GT-1192	标准电码本，1192
1082	始	GT-1193	标准电码本，1193
1083	姗	GT-1194	标准电码本，1194
1084	姐	GT-1195	标准电码本，1195
1085	姑	GT-1196	标准电码本，1196
1086	姒	GT-1197	标准电码本，1197
1087	姓	GT-1198	标准电码本，1198
1088	妲	GT-1199	标准电码本，1199
1089	妮	GT-1200	标准电码本，1200
1090	委	GT-1201	标准电码本，1201
1091	姚	GT-1202	标准电码本，1202
1092	姜	GT-1203	标准电码本，1203
1093	姝	GT-1204	标准电码本，1204
1094	姣	GT-1207	标准电码本，1207
1095	姥	GT-1209	标准电码本，1209
1096	姨	GT-1210	标准电码本，1210
1097	侄	GT-1212	标准电码本，1212
1098	姬	GT-1213	标准电码本，1213
1099	姻	GT-1215	标准电码本，1215
1100	娃	GT-1216	标准电码本，1216
1101	姿	GT-1217	标准电码本，1217
1102	威	GT-1218	标准电码本，1218
1103	娉	GT-1219	标准电码本，1219
1104	姮	GT-1220	标准电码本，1220
1105	娌	GT-1222	标准电码本，1222
1106	娑	GT-1223	标准电码本，1223
1107	娘	GT-1224	标准电码本，1224
1108	娱	GT-1225	标准电码本，1225
1109	娜	GT-1226	标准电码本，1226
1110	娟	GT-1227	标准电码本，1227
1111	娠	GT-1228	标准电码本，1228
1112	娣	GT-1229	标准电码本，1229
1113	娥	GT-1230	标准电码本，1230
1114	娩	GT-1231	标准电码本，1231
1115	娓	GT-1232	标准电码本，1232
1116	娼	GT-1233	标准电码本，1233
1117	姹	GT-1234	标准电码本，1234
1118	娶	GT-1235	标准电码本，1235
1119	娄	GT-1236	标准电码本，1236
1120	婆	GT-1237	标准电码本，1237
1121	婉	GT-1238	标准电码本，1238
1122	婊	GT-1239	标准电码本，1239
1123	婕	GT-1240	标准电码本，1240
1124	婚	GT-1241	标准电码本，1241
1125	婢	GT-1242	标准电码本，1242
1126	妇	GT-1244	标准电码本，1244
1127	婪	GT-1245	标准电码本，1245
1128	娅	GT-1246	标准电码本，1246
1129	她	GT-1247	标准电码本，1247
1130	妳	GT-1248	标准电码本，1248
1131	婼	GT-1249	标准电码本，1249
1132	婷	GT-1250	标准电码本，1250
1133	婺	GT-1251	标准电码本，1251
1134	媒	GT-1252	标准电码本，1252
1135	媚	GT-1253	标准电码本，1253
1136	媛	GT-1254	标准电码本，1254
1137	娲	GT-1257	标准电码本，1257
1138	媖	GT-1260	标准电码本，1260
1139	媳	GT-1261	标准电码本，1261
1140	媵	GT-1262	标准电码本，1262
1141	媸	GT-1263	标准电码本，1263
1142	媪	GT-1264	标准电码本，1264
1143	妈	GT-1265	标准电码本，1265
1144	媾	GT-1266	标准电码本，1266
1145	嫁	GT-1268	标准电码本，1268
1146	嫂	GT-1269	标准电码本，1269
1147	嫄	GT-1270	标准电码本，1270
1148	嫉	GT-1271	标准电码本，1271
1149	嫌	GT-1273	标准电码本，1273
1150	媲	GT-1274	标准电码本，1274
1151	嫖	GT-1276	标准电码本，1276
1152	妪	GT-1277	标准电码本，1277
