num	glyph	GT-source	description
3957	策	GT-4595	标准电码本，4595
3958	筠	GT-4596	标准电码本，4596
3959	筷	GT-4599	标准电码本，4599
3960	笕	GT-4600	标准电码本，4600
3961	筮	GT-4602	标准电码本，4602
3962	筲	GT-4603	标准电码本，4603
3963	筵	GT-4605	标准电码本，4605
3964	筱	GT-4607	标准电码本，4607
3965	笺	GT-4608	标准电码本，4608
3966	箍	GT-4611	标准电码本，4611
3967	箇	GT-4612	标准电码本，4612
3968	箔	GT-4613	标准电码本，4613
3969	箕	GT-4614	标准电码本，4614
3970	算	GT-4615	标准电码本，4615
3971	箝	GT-4617	标准电码本，4617
3972	管	GT-4619	标准电码本，4619
3973	筝	GT-4620	标准电码本，4620
3974	箐	GT-4621	标准电码本，4621
3975	箜	GT-4625	标准电码本，4625
3976	箬	GT-4627	标准电码本，4627
3977	箭	GT-4628	标准电码本，4628
3978	箱	GT-4630	标准电码本，4630
3979	箴	GT-4631	标准电码本，4631
3980	箸	GT-4632	标准电码本，4632
3981	节	GT-4634	标准电码本，4634
3982	篁	GT-4635	标准电码本，4635
3983	篆	GT-4637	标准电码本，4637
3984	篇	GT-4638	标准电码本，4638
3985	箧	GT-4640	标准电码本，4640
3986	篙	GT-4643	标准电码本，4643
3987	篚	GT-4644	标准电码本，4644
3988	篝	GT-4645	标准电码本，4645
3989	筿	GT-4646	标准电码本，4646
3990	篡	GT-4647	标准电码本，4647
3991	笃	GT-4648	标准电码本，4648
3992	筛	GT-4652	标准电码本，4652
3993	篦	GT-4653	标准电码本，4653
3994	篪	GT-4654	标准电码本，4654
3995	篲	GT-4655	标准电码本，4655
3996	筚	GT-4656	标准电码本，4656
3997	篷	GT-4659	标准电码本，4659
3998	箦	GT-4660	标准电码本，4660
3999	簕	GT-4661	标准电码本，4661
4000	簇	GT-4662	标准电码本，4662
4001	簋	GT-4663	标准电码本，4663
4002	篓	GT-4664	标准电码本，4664
4003	簌	GT-4665	标准电码本，4665
4004	簏	GT-4666	标准电码本，4666
4005	篌	GT-4667	标准电码本，4667
4006	篾	GT-4668	标准电码本，4668
4007	簃	GT-4669	标准电码本，4669
4008	簟	GT-4672	标准电码本，4672
4009	箪	GT-4673	标准电码本，4673
4010	簠	GT-4674	标准电码本，4674
4011	简	GT-4675	标准电码本，4675
4012	篑	GT-4676	标准电码本，4676
4013	簦	GT-4678	标准电码本，4678
4014	簧	GT-4679	标准电码本，4679
4015	簪	GT-4681	标准电码本，4681
4016	箫	GT-4682	标准电码本，4682
4017	簸	GT-4684	标准电码本，4684
4018	签	GT-4687	标准电码本，4687
4019	簿	GT-4689	标准电码本，4689
4020	篮	GT-4691	标准电码本，4691
4021	筹	GT-4693	标准电码本，4693
4022	籍	GT-4694	标准电码本，4694
4023	籐	GT-4696	标准电码本，4696
4024	籀	GT-4699	标准电码本，4699
4025	箓	GT-4700	标准电码本，4700
4026	篯	GT-4702	标准电码本，4702
4027	箨	GT-4703	标准电码本，4703
4028	籁	GT-4704	标准电码本，4704
4029	笼	GT-4705	标准电码本，4705
4030	笾	GT-4710	标准电码本，4710
4031	箩	GT-4712	标准电码本，4712
4032	篱	GT-4713	标准电码本，4713
4033	篰	GT-4716	标准电码本，4716
4034	米	GT-4717	标准电码本，4717
4035	粉	GT-4720	标准电码本，4720
4036	粒	GT-4721	标准电码本，4721
4037	粕	GT-4722	标准电码本，4722
4038	粗	GT-4723	标准电码本，4723
4039	粘	GT-4724	标准电码本，4724
4040	粟	GT-4725	标准电码本，4725
4041	粢	GT-4726	标准电码本，4726
4042	粤	GT-4727	标准电码本，4727
4043	粥	GT-4728	标准电码本，4728
4044	籼	GT-4729	标准电码本，4729
4045	粱	GT-4731	标准电码本，4731
4046	粲	GT-4732	标准电码本，4732
4047	粹	GT-4733	标准电码本，4733
4048	粳	GT-4734	标准电码本，4734
4049	粼	GT-4736	标准电码本，4736
4050	精	GT-4737	标准电码本，4737
4051	糈	GT-4738	标准电码本，4738
4052	糊	GT-4739	标准电码本，4739
4053	糕	GT-4741	标准电码本，4741
4054	糇	GT-4742	标准电码本，4742
4055	糖	GT-4743	标准电码本，4743
4056	糗	GT-4744	标准电码本，4744
4057	糜	GT-4745	标准电码本，4745
4058	糁	GT-4746	标准电码本，4746
4059	粪	GT-4747	标准电码本，4747
4060	糟	GT-4748	标准电码本，4748
4061	糠	GT-4749	标准电码本，4749
4062	籽	GT-4750	标准电码本，4750
4063	糙	GT-4751	标准电码本，4751
4064	糯	GT-4754	标准电码本，4754
4065	粝	GT-4755	标准电码本，4755
4066	籴	GT-4756	标准电码本，4756
4067	粑	GT-4757	标准电码本，4757
4068	粜	GT-4759	标准电码本，4759
4069	糸	GT-4761	标准电码本，4761
4070	系	GT-4762	标准电码本，4762
4071	纠	GT-4763	标准电码本，4763
4072	纪	GT-4764	标准电码本，4764
4073	纣	GT-4765	标准电码本，4765
4074	约	GT-4766	标准电码本，4766
4075	红	GT-4767	标准电码本，4767
4076	纡	GT-4768	标准电码本，4768
4077	纥	GT-4769	标准电码本，4769
4078	纨	GT-4770	标准电码本，4770
4079	纫	GT-4771	标准电码本，4771
4080	紊	GT-4772	标准电码本，4772
4081	纹	GT-4773	标准电码本，4773
4082	缐	GT-4775	标准电码本，4775
4083	纴	GT-4777	标准电码本，4777
4084	纳	GT-4780	标准电码本，4780
4085	纽	GT-4781	标准电码本，4781
4086	纾	GT-4782	标准电码本，4782
4087	纯	GT-4783	标准电码本，4783
4088	纱	GT-4784	标准电码本，4784
4089	纮	GT-4785	标准电码本，4785
4090	纸	GT-4786	标准电码本，4786
4091	级	GT-4787	标准电码本，4787
4092	纷	GT-4788	标准电码本，4788
4093	纭	GT-4789	标准电码本，4789
4094	素	GT-4790	标准电码本，4790
4095	纺	GT-4791	标准电码本，4791
4096	索	GT-4792	标准电码本，4792
4097	紫	GT-4793	标准电码本，4793
4098	缏	GT-4794	标准电码本，4794
4099	累	GT-4797	标准电码本，4797
4100	细	GT-4798	标准电码本，4798
4101	缩	GT-4799	标准电码本，4799
4102	绅	GT-4800	标准电码本，4800
4103	绍	GT-4801	标准电码本，4801
4104	绀	GT-4802	标准电码本，4802
4105	绋	GT-4803	标准电码本，4803
4106	绐	GT-4805	标准电码本，4805
4107	绌	GT-4806	标准电码本，4806
4108	终	GT-4807	标准电码本，4807
4109	组	GT-4809	标准电码本，4809
4110	绊	GT-4810	标准电码本，4810
4111	绂	GT-4811	标准电码本，4811
4112	结	GT-4814	标准电码本，4814
4113	绝	GT-4815	标准电码本，4815
4114	绔	GT-4818	标准电码本，4818
4115	绞	GT-4819	标准电码本，4819
4116	络	GT-4820	标准电码本，4820
4117	绚	GT-4821	标准电码本，4821
4118	给	GT-4822	标准电码本，4822
4119	绒	GT-4823	标准电码本，4823
4120	絮	GT-4825	标准电码本，4825
4121	绖	GT-4826	标准电码本，4826
4122	统	GT-4827	标准电码本，4827
4123	丝	GT-4828	标准电码本，4828
4124	绛	GT-4829	标准电码本，4829
4125	绢	GT-4831	标准电码本，4831
4126	绑	GT-4834	标准电码本，4834
4127	绨	GT-4835	标准电码本，4835
4128	绣	GT-4836	标准电码本，4836
4129	绠	GT-4837	标准电码本，4837
4130	绥	GT-4840	标准电码本，4840
4131	经	GT-4842	标准电码本，4842
4132	绡	GT-4843	标准电码本，4843
4133	综	GT-4844	标准电码本，4844
4134	绿	GT-4845	标准电码本，4845
4135	绸	GT-4846	标准电码本，4846
4136	綦	GT-4847	标准电码本，4847
4137	线	GT-4848	标准电码本，4848
4138	绶	GT-4849	标准电码本，4849
4139	维	GT-4850	标准电码本，4850
4140	綮	GT-4851	标准电码本，4851
4141	绾	GT-4852	标准电码本，4852
4142	纲	GT-4854	标准电码本，4854
4143	绷	GT-4855	标准电码本，4855
4144	缀	GT-4856	标准电码本，4856
4145	纶	GT-4858	标准电码本，4858
4146	绺	GT-4859	标准电码本，4859
4147	绮	GT-4860	标准电码本，4860
4148	绽	GT-4861	标准电码本，4861
4149	绰	GT-4862	标准电码本，4862
4150	绫	GT-4866	标准电码本，4866
4151	缁	GT-4867	标准电码本，4867
4152	紧	GT-4868	标准电码本，4868
4153	绯	GT-4869	标准电码本，4869
4154	绻	GT-4870	标准电码本，4870
4155	绪	GT-4872	标准电码本，4872
4156	缄	GT-4873	标准电码本，4873
4157	缉	GT-4874	标准电码本，4874
4158	绵	GT-4875	标准电码本，4875
4159	缎	GT-4876	标准电码本，4876
4160	缔	GT-4877	标准电码本，4877
4161	缘	GT-4878	标准电码本，4878
4162	缌	GT-4880	标准电码本，4880
4163	编	GT-4882	标准电码本，4882
4164	缓	GT-4883	标准电码本，4883
4165	缅	GT-4884	标准电码本，4884
4166	纬	GT-4885	标准电码本，4885
4167	练	GT-4886	标准电码本，4886
4168	缊	GT-4888	标准电码本，4888
4169	缃	GT-4889	标准电码本，4889
4170	缗	GT-4891	标准电码本，4891
4171	缈	GT-4893	标准电码本，4893
4172	缇	GT-4895	标准电码本，4895
4173	萦	GT-4896	标准电码本，4896
4174	缙	GT-4897	标准电码本，4897
4175	缢	GT-4898	标准电码本，4898
4176	缒	GT-4899	标准电码本，4899
4177	绉	GT-4900	标准电码本，4900
4178	缞	GT-4901	标准电码本，4901
4179	缚	GT-4902	标准电码本，4902
4180	缜	GT-4903	标准电码本，4903
4181	缛	GT-4904	标准电码本，4904
4182	县	GT-4905	标准电码本，4905
4183	缣	GT-4906	标准电码本，4906
4184	繁	GT-4907	标准电码本，4907
4185	缟	GT-4908	标准电码本，4908
4186	缝	GT-4911	标准电码本，4911
4187	纵	GT-4912	标准电码本，4912
4188	缧	GT-4913	标准电码本，4913
4189	缦	GT-4915	标准电码本，4915
4190	絷	GT-4916	标准电码本，4916
4191	缕	GT-4917	标准电码本，4917
4192	缥	GT-4918	标准电码本，4918
4193	縻	GT-4919	标准电码本，4919
4194	总	GT-4920	标准电码本，4920
4195	绩	GT-4921	标准电码本，4921
4196	缫	GT-4923	标准电码本，4923
4197	缪	GT-4924	标准电码本，4924
4198	繇	GT-4925	标准电码本，4925
4199	缡	GT-4926	标准电码本，4926
4200	织	GT-4930	标准电码本，4930
4201	缮	GT-4931	标准电码本，4931
4202	缭	GT-4933	标准电码本，4933
4203	绕	GT-4935	标准电码本，4935
4204	缯	GT-4938	标准电码本，4938
4205	绳	GT-4939	标准电码本，4939
4206	绘	GT-4940	标准电码本，4940
4207	茧	GT-4942	标准电码本，4942
4208	缰	GT-4943	标准电码本，4943
4209	缳	GT-4944	标准电码本，4944
4210	缴	GT-4945	标准电码本，4945
4211	绎	GT-4946	标准电码本，4946
4212	辫	GT-4947	标准电码本，4947
4213	继	GT-4949	标准电码本，4949
4214	纂	GT-4951	标准电码本，4951
4215	缤	GT-4952	标准电码本，4952
4216	缱	GT-4953	标准电码本，4953
4217	颣	GT-4955	标准电码本，4955
4218	缬	GT-4956	标准电码本，4956
4219	缵	GT-4957	标准电码本，4957
4220	续	GT-4958	标准电码本，4958
4221	纤	GT-4960	标准电码本，4960
4222	缠	GT-4961	标准电码本，4961
4223	纩	GT-4962	标准电码本，4962
4224	缨	GT-4964	标准电码本，4964
4225	纛	GT-4966	标准电码本，4966
4226	缆	GT-4968	标准电码本，4968
4227	绦	GT-4969	标准电码本，4969
4228	缶	GT-4970	标准电码本，4970
4229	缸	GT-4971	标准电码本，4971
4230	缺	GT-4972	标准电码本，4972
4231	罄	GT-4977	标准电码本，4977
4232	罅	GT-4978	标准电码本，4978
4233	罂	GT-4981	标准电码本，4981
4234	罍	GT-4982	标准电码本，4982
4235	罐	GT-4984	标准电码本，4984
4236	网	GT-4986	标准电码本，4986
4237	罔	GT-4987	标准电码本，4987
4238	罕	GT-4988	标准电码本，4988
4239	罘	GT-4989	标准电码本，4989
4240	罟	GT-4992	标准电码本，4992
4241	罡	GT-4993	标准电码本，4993
4242	罩	GT-4996	标准电码本，4996
4243	罪	GT-4997	标准电码本，4997
4244	置	GT-4999	标准电码本，4999
4245	罚	GT-5000	标准电码本，5000
4246	罨	GT-5001	标准电码本，5001
4247	署	GT-5002	标准电码本，5002
4248	骂	GT-5006	标准电码本，5006
4249	罢	GT-5007	标准电码本，5007
4250	罹	GT-5008	标准电码本，5008
4251	罽	GT-5010	标准电码本，5010
4252	罗	GT-5012	标准电码本，5012
4253	罴	GT-5013	标准电码本，5013
4254	羁	GT-5015	标准电码本，5015
4255	鳓	GT-5016	标准电码本，5016
4256	羊	GT-5017	标准电码本，5017
4257	羌	GT-5018	标准电码本，5018
4258	美	GT-5019	标准电码本，5019
4259	羑	GT-5020	标准电码本，5020
4260	羔	GT-5021	标准电码本，5021
4261	羚	GT-5024	标准电码本，5024
4262	羝	GT-5025	标准电码本，5025
4263	羞	GT-5026	标准电码本，5026
4264	群	GT-5028	标准电码本，5028
4265	羡	GT-5029	标准电码本，5029
4266	义	GT-5030	标准电码本，5030
4267	羯	GT-5031	标准电码本，5031
4268	羲	GT-5032	标准电码本，5032
4269	羧	GT-5033	标准电码本，5033
4270	羸	GT-5035	标准电码本，5035
4271	羹	GT-5036	标准电码本，5036
4272	羼	GT-5037	标准电码本，5037
4273	羽	GT-5038	标准电码本，5038
4274	翀	GT-5039	标准电码本，5039
4275	翁	GT-5040	标准电码本，5040
4276	翅	GT-5041	标准电码本，5041
4277	翊	GT-5042	标准电码本，5042
4278	翌	GT-5043	标准电码本，5043
4279	翎	GT-5044	标准电码本，5044
4280	习	GT-5045	标准电码本，5045
4281	翔	GT-5046	标准电码本，5046
4282	翕	GT-5047	标准电码本，5047
4283	翟	GT-5049	标准电码本，5049
4284	翠	GT-5050	标准电码本，5050
4285	翡	GT-5051	标准电码本，5051
4286	翥	GT-5053	标准电码本，5053
4287	翦	GT-5054	标准电码本，5054
4288	翩	GT-5055	标准电码本，5055
4289	羿	GT-5056	标准电码本，5056
4290	翚	GT-5057	标准电码本，5057
4291	翮	GT-5058	标准电码本，5058
4292	翰	GT-5060	标准电码本，5060
4293	翳	GT-5061	标准电码本，5061
4294	翘	GT-5062	标准电码本，5062
4295	翱	GT-5063	标准电码本，5063
4296	翻	GT-5064	标准电码本，5064
4297	翼	GT-5065	标准电码本，5065
4298	耀	GT-5069	标准电码本，5069
4299	喱	GT-5070	标准电码本，5070
4300	老	GT-5071	标准电码本，5071
4301	考	GT-5072	标准电码本，5072
4302	耄	GT-5073	标准电码本，5073
4303	者	GT-5074	标准电码本，5074
4304	耆	GT-5075	标准电码本，5075
4305	耋	GT-5077	标准电码本，5077
4306	而	GT-5079	标准电码本，5079
4307	耍	GT-5080	标准电码本，5080
4308	耐	GT-5082	标准电码本，5082
4309	唡	GT-5084	标准电码本，5084
4310	耒	GT-5085	标准电码本，5085
4311	耔	GT-5086	标准电码本，5086
4312	耕	GT-5087	标准电码本，5087
4313	耗	GT-5088	标准电码本，5088
4314	耘	GT-5089	标准电码本，5089
4315	耙	GT-5090	标准电码本，5090
4316	耜	GT-5091	标准电码本，5091
4317	耢	GT-5092	标准电码本，5092
4318	耩	GT-5095	标准电码本，5095
4319	耦	GT-5096	标准电码本，5096
4320	耨	GT-5097	标准电码本，5097
4321	耧	GT-5098	标准电码本，5098
4322	耰	GT-5099	标准电码本，5099
4323	钌	GT-5100	标准电码本，5100
4324	耳	GT-5101	标准电码本，5101
4325	耶	GT-5102	标准电码本，5102
4326	耻	GT-5103	标准电码本，5103
4327	耽	GT-5104	标准电码本，5104
4328	耿	GT-5105	标准电码本，5105
4329	聃	GT-5106	标准电码本，5106
4330	聆	GT-5107	标准电码本，5107
4331	聊	GT-5108	标准电码本，5108
4332	聒	GT-5109	标准电码本，5109
4333	圣	GT-5110	标准电码本，5110
4334	聘	GT-5111	标准电码本，5111
4335	聚	GT-5112	标准电码本，5112
4336	闻	GT-5113	标准电码本，5113
4337	联	GT-5114	标准电码本，5114
4338	聪	GT-5115	标准电码本，5115
4339	声	GT-5116	标准电码本，5116
4340	耸	GT-5117	标准电码本，5117
4341	聩	GT-5118	标准电码本，5118
4342	聂	GT-5119	标准电码本，5119
4343	职	GT-5120	标准电码本，5120
4344	聋	GT-5122	标准电码本，5122
4345	啉	GT-5123	标准电码本，5123
4346	聿	GT-5124	标准电码本，5124
4347	肄	GT-5125	标准电码本，5125
4348	肃	GT-5126	标准电码本，5126
4349	肆	GT-5127	标准电码本，5127
4350	肇	GT-5128	标准电码本，5128
4351	呤	GT-5129	标准电码本，5129
4352	馏	GT-5130	标准电码本，5130
4353	肉	GT-5131	标准电码本，5131
4354	肋	GT-5132	标准电码本，5132
4355	肌	GT-5133	标准电码本，5133
4356	肓	GT-5134	标准电码本，5134
4357	肖	GT-5135	标准电码本，5135
4358	肘	GT-5136	标准电码本，5136
4359	肚	GT-5137	标准电码本，5137
4360	肛	GT-5138	标准电码本，5138
4361	肝	GT-5139	标准电码本，5139
4362	股	GT-5140	标准电码本，5140
4363	肢	GT-5141	标准电码本，5141
4364	肥	GT-5142	标准电码本，5142
4365	胺	GT-5143	标准电码本，5143
4366	肩	GT-5144	标准电码本，5144
4367	肫	GT-5145	标准电码本，5145
4368	肯	GT-5146	标准电码本，5146
4369	肱	GT-5147	标准电码本，5147
4370	育	GT-5148	标准电码本，5148
4371	肴	GT-5149	标准电码本，5149
4372	朊	GT-5150	标准电码本，5150
4373	肺	GT-5151	标准电码本，5151
4374	胃	GT-5152	标准电码本，5152
4375	胄	GT-5153	标准电码本，5153
4376	背	GT-5154	标准电码本，5154
4377	胂	GT-5155	标准电码本，5155
4378	胔	GT-5156	标准电码本，5156
4379	胍	GT-5157	标准电码本，5157
4380	胎	GT-5158	标准电码本，5158
4381	胖	GT-5160	标准电码本，5160
4382	胙	GT-5161	标准电码本，5161
4383	胚	GT-5162	标准电码本，5162
4384	胳	GT-5163	标准电码本，5163
4385	胝	GT-5164	标准电码本，5164
4386	胞	GT-5165	标准电码本，5165
4387	胰	GT-5166	标准电码本，5166
4388	脒	GT-5167	标准电码本，5167
4389	胭	GT-5168	标准电码本，5168
4390	胯	GT-5169	标准电码本，5169
4391	胡	GT-5170	标准电码本，5170
4392	胥	GT-5171	标准电码本，5171
4393	胸	GT-5172	标准电码本，5172
4394	胼	GT-5173	标准电码本，5173
4395	能	GT-5174	标准电码本，5174
4396	胾	GT-5175	标准电码本，5175
4397	脂	GT-5176	标准电码本，5176
4398	腺	GT-5177	标准电码本，5177
4399	胁	GT-5178	标准电码本，5178
4400	胱	GT-5180	标准电码本，5180
4401	脊	GT-5182	标准电码本，5182
4402	脚	GT-5183	标准电码本，5183
4403	脘	GT-5184	标准电码本，5184
4404	胫	GT-5185	标准电码本，5185
4405	脆	GT-5186	标准电码本，5186
4406	腈	GT-5187	标准电码本，5187
4407	脧	GT-5189	标准电码本，5189
4408	脩	GT-5190	标准电码本，5190
4409	膨	GT-5191	标准电码本，5191
4410	脱	GT-5192	标准电码本，5192
4411	脬	GT-5193	标准电码本，5193
4412	脯	GT-5194	标准电码本，5194
4413	胀	GT-5195	标准电码本，5195
4414	脾	GT-5196	标准电码本，5196
4415	腆	GT-5197	标准电码本，5197
4416	腊	GT-5198	标准电码本，5198
4417	腋	GT-5199	标准电码本，5199
4418	肾	GT-5200	标准电码本，5200
4419	腐	GT-5201	标准电码本，5201
4420	腑	GT-5202	标准电码本，5202
4421	腓	GT-5203	标准电码本，5203
4422	腔	GT-5204	标准电码本，5204
4423	腕	GT-5205	标准电码本，5205
4424	腥	GT-5206	标准电码本，5206
4425	脑	GT-5207	标准电码本，5207
4426	腴	GT-5208	标准电码本，5208
4427	肿	GT-5209	标准电码本，5209
4428	腮	GT-5210	标准电码本，5210
4429	脿	GT-5211	标准电码本，5211
4430	腰	GT-5212	标准电码本，5212
4431	腱	GT-5213	标准电码本，5213
4432	肠	GT-5214	标准电码本，5214
4433	腹	GT-5215	标准电码本，5215
4434	腠	GT-5216	标准电码本，5216
4435	腿	GT-5217	标准电码本，5217
4436	膀	GT-5218	标准电码本，5218
4437	膂	GT-5219	标准电码本，5219
4438	腩	GT-5220	标准电码本，5220
4439	膏	GT-5221	标准电码本，5221
4440	肷	GT-5222	标准电码本，5222
4441	膈	GT-5224	标准电码本，5224
4442	膊	GT-5225	标准电码本，5225
4443	腘	GT-5226	标准电码本，5226
4444	肤	GT-5227	标准电码本，5227
4445	膛	GT-5228	标准电码本，5228
4446	膜	GT-5229	标准电码本，5229
4447	膝	GT-5230	标准电码本，5230
4448	胶	GT-5231	标准电码本，5231
4449	腻	GT-5232	标准电码本，5232
4450	膳	GT-5234	标准电码本，5234
4451	膺	GT-5235	标准电码本，5235
4452	膻	GT-5238	标准电码本，5238
4453	脍	GT-5239	标准电码本，5239
4454	脓	GT-5240	标准电码本，5240
4455	臀	GT-5241	标准电码本，5241
4456	臂	GT-5242	标准电码本，5242
4457	臆	GT-5244	标准电码本，5244
4458	脸	GT-5245	标准电码本，5245
4459	臊	GT-5246	标准电码本，5246
4460	脐	GT-5247	标准电码本，5247
4461	臃	GT-5250	标准电码本，5250
4462	胪	GT-5251	标准电码本，5251
4463	脏	GT-5253	标准电码本，5253
4464	脔	GT-5254	标准电码本，5254
4465	胤	GT-5255	标准电码本，5255
4466	臣	GT-5256	标准电码本，5256
4467	卧	GT-5257	标准电码本，5257
4468	臧	GT-5258	标准电码本，5258
4469	临	GT-5259	标准电码本，5259
4470	栌	GT-5260	标准电码本，5260
4471	自	GT-5261	标准电码本，5261
4472	臬	GT-5262	标准电码本，5262
4473	臭	GT-5263	标准电码本，5263
4474	镥	GT-5266	标准电码本，5266
4475	至	GT-5267	标准电码本，5267
4476	致	GT-5268	标准电码本，5268
4477	臻	GT-5271	标准电码本，5271
4478	氇	GT-5272	标准电码本，5272
4479	臼	GT-5273	标准电码本，5273
4480	臾	GT-5274	标准电码本，5274
4481	舁	GT-5275	标准电码本，5275
4482	舀	GT-5276	标准电码本，5276
4483	舂	GT-5277	标准电码本，5277
4484	舄	GT-5278	标准电码本，5278
4485	舅	GT-5279	标准电码本，5279
4486	与	GT-5280	标准电码本，5280
4487	兴	GT-5281	标准电码本，5281
4488	举	GT-5282	标准电码本，5282
4489	旧	GT-5283	标准电码本，5283
4490	摞	GT-5285	标准电码本，5285
4491	舌	GT-5286	标准电码本，5286
4492	舍	GT-5287	标准电码本，5287
4493	舐	GT-5288	标准电码本，5288
4494	舒	GT-5289	标准电码本，5289
4495	舘	GT-5290	标准电码本，5290
4496	舖	GT-5291	标准电码本，5291
4497	舛	GT-5292	标准电码本，5292
4498	舜	GT-5293	标准电码本，5293
4499	舞	GT-5294	标准电码本，5294
4500	镅	GT-5296	标准电码本，5296
4501	舟	GT-5297	标准电码本，5297
4502	舡	GT-5299	标准电码本，5299
4503	航	GT-5300	标准电码本，5300
4504	般	GT-5301	标准电码本，5301
4505	舫	GT-5302	标准电码本，5302
4506	舷	GT-5304	标准电码本，5304
4507	舵	GT-5305	标准电码本，5305
4508	舶	GT-5306	标准电码本，5306
4509	船	GT-5307	标准电码本，5307
4510	舸	GT-5308	标准电码本，5308
4511	舳	GT-5310	标准电码本，5310
4512	舴	GT-5311	标准电码本，5311
4513	艇	GT-5312	标准电码本，5312
4514	艋	GT-5313	标准电码本，5313
4515	艄	GT-5314	标准电码本，5314
4516	艘	GT-5318	标准电码本，5318
4517	舱	GT-5319	标准电码本，5319
4518	舣	GT-5320	标准电码本，5320
4519	艟	GT-5321	标准电码本，5321
4520	艨	GT-5322	标准电码本，5322
4521	舰	GT-5324	标准电码本，5324
4522	舻	GT-5325	标准电码本，5325
4523	酶	GT-5326	标准电码本，5326
4524	艮	GT-5327	标准电码本，5327
4525	良	GT-5328	标准电码本，5328
4526	艰	GT-5329	标准电码本，5329
4527	钔	GT-5330	标准电码本，5330
4528	色	GT-5331	标准电码本，5331
4529	艳	GT-5333	标准电码本，5333
4530	艸	GT-5335	标准电码本，5335
4531	艽	GT-5336	标准电码本，5336
4532	艾	GT-5337	标准电码本，5337
4533	芃	GT-5338	标准电码本，5338
4534	芄	GT-5339	标准电码本，5339
4535	芊	GT-5340	标准电码本，5340
4536	芋	GT-5341	标准电码本，5341
4537	芍	GT-5342	标准电码本，5342
4538	芎	GT-5343	标准电码本，5343
4539	芑	GT-5344	标准电码本，5344
4540	芒	GT-5345	标准电码本，5345
4541	芙	GT-5346	标准电码本，5346
4542	芝	GT-5347	标准电码本，5347
4543	芟	GT-5348	标准电码本，5348
4544	芡	GT-5349	标准电码本，5349
4545	艿	GT-5350	标准电码本，5350
4546	芤	GT-5351	标准电码本，5351
4547	芧	GT-5352	标准电码本，5352
4548	芨	GT-5353	标准电码本，5353
4549	芥	GT-5354	标准电码本，5354
4550	芩	GT-5355	标准电码本，5355
4551	芪	GT-5356	标准电码本，5356
4552	芫	GT-5357	标准电码本，5357
4553	芬	GT-5358	标准电码本，5358
4554	芭	GT-5359	标准电码本，5359
4555	芮	GT-5360	标准电码本，5360
4556	芯	GT-5361	标准电码本，5361
4557	芰	GT-5362	标准电码本，5362
4558	花	GT-5363	标准电码本，5363
4559	芳	GT-5364	标准电码本，5364
4560	芷	GT-5365	标准电码本，5365
4561	芸	GT-5366	标准电码本，5366
4562	芹	GT-5367	标准电码本，5367
4563	刍	GT-5368	标准电码本，5368
4564	芼	GT-5369	标准电码本，5369
4565	芽	GT-5370	标准电码本，5370
4566	莜	GT-5371	标准电码本，5371
4567	芾	GT-5372	标准电码本，5372
4568	苑	GT-5373	标准电码本，5373
4569	茆	GT-5374	标准电码本，5374
4570	苒	GT-5375	标准电码本，5375
4571	苓	GT-5376	标准电码本，5376
4572	苔	GT-5377	标准电码本，5377
4573	苕	GT-5378	标准电码本，5378
4574	苗	GT-5379	标准电码本，5379
4575	苄	GT-5380	标准电码本，5380
4576	苛	GT-5381	标准电码本，5381
4577	苜	GT-5382	标准电码本，5382
4578	苞	GT-5383	标准电码本，5383
4579	苟	GT-5384	标准电码本，5384
4580	苣	GT-5385	标准电码本，5385
4581	苡	GT-5386	标准电码本，5386
4582	若	GT-5387	标准电码本，5387
4583	苦	GT-5388	标准电码本，5388
4584	苎	GT-5389	标准电码本，5389
4585	苫	GT-5390	标准电码本，5390
4586	英	GT-5391	标准电码本，5391
4587	苴	GT-5392	标准电码本，5392
4588	苹	GT-5393	标准电码本，5393
4589	苻	GT-5394	标准电码本，5394
4590	苾	GT-5396	标准电码本，5396
4591	茀	GT-5397	标准电码本，5397
4592	茁	GT-5398	标准电码本，5398
4593	茂	GT-5399	标准电码本，5399
4594	范	GT-5400	标准电码本，5400
4595	茄	GT-5401	标准电码本，5401
4596	茈	GT-5402	标准电码本，5402
4597	茅	GT-5403	标准电码本，5403
4598	茇	GT-5404	标准电码本，5404
4599	茉	GT-5406	标准电码本，5406
4600	茗	GT-5407	标准电码本，5407
4601	荔	GT-5408	标准电码本，5408
4602	茜	GT-5409	标准电码本，5409
4603	茨	GT-5412	标准电码本，5412
4604	茫	GT-5413	标准电码本，5413
4605	茭	GT-5414	标准电码本，5414
4606	茯	GT-5415	标准电码本，5415
4607	茱	GT-5416	标准电码本，5416
4608	兹	GT-5417	标准电码本，5417
4609	茴	GT-5418	标准电码本，5418
4610	茵	GT-5419	标准电码本，5419
4611	茶	GT-5420	标准电码本，5420
4612	茸	GT-5422	标准电码本，5422
4613	茹	GT-5423	标准电码本，5423
4614	荀	GT-5424	标准电码本，5424
4615	荃	GT-5425	标准电码本，5425
4616	萄	GT-5426	标准电码本，5426
4617	荆	GT-5427	标准电码本，5427
4618	荸	GT-5428	标准电码本，5428
4619	荇	GT-5429	标准电码本，5429
4620	草	GT-5430	标准电码本，5430
4621	荏	GT-5432	标准电码本，5432
4622	荐	GT-5433	标准电码本，5433
4623	荑	GT-5434	标准电码本，5434
4624	荒	GT-5435	标准电码本，5435
4625	茝	GT-5436	标准电码本，5436
