num	glyph	GE-source	description
2577	蝬	GE-4B47	GB/T 16500—1998，43—39
2578	蝯	GE-4B48	GB/T 16500—1998，43—40
2579	蝱	GE-4B49	GB/T 16500—1998，43—41
2580	蝷	GE-4B4A	GB/T 16500—1998，43—42
2581	蝿	GE-4B4B	GB/T 16500—1998，43—43
2582	螁	GE-4B4C	GB/T 16500—1998，43—44
2583	螎	GE-4B4D	GB/T 16500—1998，43—45
2584	螐	GE-4B4E	GB/T 16500—1998，43—46
2585	螑	GE-4B4F	GB/T 16500—1998，43—47
2586	螡	GE-4B50	GB/T 16500—1998，43—48
2587	螤	GE-4B51	GB/T 16500—1998，43—49
2588	螥	GE-4B52	GB/T 16500—1998，43—50
2589	螧	GE-4B53	GB/T 16500—1998，43—51
2590	螩	GE-4B54	GB/T 16500—1998，43—52
2591	螷	GE-4B55	GB/T 16500—1998，43—53
2592	螸	GE-4B56	GB/T 16500—1998，43—54
2593	蟁	GE-4B57	GB/T 16500—1998，43—55
2594	蟇	GE-4B58	GB/T 16500—1998，43—56
2595	蟍	GE-4B59	GB/T 16500—1998，43—57
2596	蟐	GE-4B5A	GB/T 16500—1998，43—58
2597	蟱	GE-4B5B	GB/T 16500—1998，43—59
2598	蟵	GE-4B5C	GB/T 16500—1998，43—60
2599	蟸	GE-4B5D	GB/T 16500—1998，43—61
2600	蟽	GE-4B5E	GB/T 16500—1998，43—62
2601	蟿	GE-4B5F	GB/T 16500—1998，43—63
2602	蠂	GE-4B60	GB/T 16500—1998，43—64
2603	蠇	GE-4B61	GB/T 16500—1998，43—65
2604	蠈	GE-4B62	GB/T 16500—1998，43—66
2605	蠍	GE-4B63	GB/T 16500—1998，43—67
2606	蠎	GE-4B64	GB/T 16500—1998，43—68
2607	蠏	GE-4B65	GB/T 16500—1998，43—69
2608	蠒	GE-4B66	GB/T 16500—1998，43—70
2609	蠔	GE-4B67	GB/T 16500—1998，43—71
2610	蠞	GE-4B68	GB/T 16500—1998，43—72
2611	蠠	GE-4B69	GB/T 16500—1998，43—73
2612	蠤	GE-4B6A	GB/T 16500—1998，43—74
2613	蠥	GE-4B6B	GB/T 16500—1998，43—75
2614	蠫	GE-4B6C	GB/T 16500—1998，43—76
2615	蠬	GE-4B6D	GB/T 16500—1998，43—77
2616	蠯	GE-4B6E	GB/T 16500—1998，43—78
2617	蠴	GE-4B6F	GB/T 16500—1998，43—79
2618	蠺	GE-4B70	GB/T 16500—1998，43—80
2619	蠽	GE-4B71	GB/T 16500—1998，43—81
2620	蠿	GE-4B72	GB/T 16500—1998，43—82
2621	衂	GE-4B73	GB/T 16500—1998，43—83
2622	衇	GE-4B74	GB/T 16500—1998，43—84
2623	衐	GE-4B75	GB/T 16500—1998，43—85
2624	衑	GE-4B76	GB/T 16500—1998，43—86
2625	衕	GE-4B77	GB/T 16500—1998，43—87
2626	衖	GE-4B78	GB/T 16500—1998，43—88
2627	衘	GE-4B79	GB/T 16500—1998，43—89
2628	衚	GE-4B7A	GB/T 16500—1998，43—90
2629	衞	GE-4B7B	GB/T 16500—1998，43—91
2630	衺	GE-4B7C	GB/T 16500—1998，43—92
2631	衻	GE-4B7D	GB/T 16500—1998，43—93
2632	袃	GE-4B7E	GB/T 16500—1998，43—94
2633	袇	GE-4C21	GB/T 16500—1998，44—01
2634	袞	GE-4C22	GB/T 16500—1998，44—02
2635	袟	GE-4C23	GB/T 16500—1998，44—03
2636	袠	GE-4C24	GB/T 16500—1998，44—04
2637	袬	GE-4C25	GB/T 16500—1998，44—05
2638	袮	GE-4C26	GB/T 16500—1998，44—06
2639	袰	GE-4C27	GB/T 16500—1998，44—07
2640	袴	GE-4C28	GB/T 16500—1998，44—08
2641	袵	GE-4C29	GB/T 16500—1998，44—09
2642	袶	GE-4C2A	GB/T 16500—1998，44—10
2643	裃	GE-4C2B	GB/T 16500—1998，44—11
2644	裄	GE-4C2C	GB/T 16500—1998，44—12
2645	裌	GE-4C2D	GB/T 16500—1998，44—13
2646	裐	GE-4C2E	GB/T 16500—1998，44—14
2647	裠	GE-4C2F	GB/T 16500—1998，44—15
2648	裡	GE-4C30	GB/T 16500—1998，44—16
2649	裦	GE-4C31	GB/T 16500—1998，44—17
2650	裭	GE-4C32	GB/T 16500—1998，44—18
2651	裵	GE-4C33	GB/T 16500—1998，44—19
2652	褁	GE-4C34	GB/T 16500—1998，44—20
2653	褄	GE-4C35	GB/T 16500—1998，44—21
2654	褜	GE-4C36	GB/T 16500—1998，44—22
2655	⿰衤単	GE-4C37	GB/T 16500—1998，44—23
2656	褩	GE-4C38	GB/T 16500—1998，44—24
2657	褬	GE-4C39	GB/T 16500—1998，44—25
2658	褭	GE-4C3A	GB/T 16500—1998，44—26
2659	襃	GE-4C3B	GB/T 16500—1998，44—27
2660	襅	GE-4C3C	GB/T 16500—1998，44—28
2661	襉	GE-4C3D	GB/T 16500—1998，44—29
2662	襍	GE-4C3E	GB/T 16500—1998，44—30
2663	襔	GE-4C3F	GB/T 16500—1998，44—31
2664	襙	GE-4C40	GB/T 16500—1998，44—32
2665	襢	GE-4C41	GB/T 16500—1998，44—33
2666	襥	GE-4C42	GB/T 16500—1998，44—34
2667	襧	GE-4C43	GB/T 16500—1998，44—35
2668	襷	GE-4C44	GB/T 16500—1998，44—36
2669	襺	GE-4C45	GB/T 16500—1998，44—37
2670	襽	GE-4C46	GB/T 16500—1998，44—38
2671	覄	GE-4C47	GB/T 16500—1998，44—39
2672	覇	GE-4C48	GB/T 16500—1998，44—40
2673	覈	GE-4C49	GB/T 16500—1998，44—41
2674	覊	GE-4C4A	GB/T 16500—1998，44—42
2675	覌	GE-4C4B	GB/T 16500—1998，44—43
2676	覍	GE-4C4C	GB/T 16500—1998，44—44
2677	覐	GE-4C4D	GB/T 16500—1998，44—45
2678	覔	GE-4C4E	GB/T 16500—1998，44—46
2679	覚	GE-4C4F	GB/T 16500—1998，44—47
2680	覜	GE-4C50	GB/T 16500—1998，44—48
2681	覧	GE-4C51	GB/T 16500—1998，44—49
2682	覨	GE-4C52	GB/T 16500—1998，44—50
2683	覩	GE-4C53	GB/T 16500—1998，44—51
2684	覮	GE-4C54	GB/T 16500—1998，44—52
2685	観	GE-4C55	GB/T 16500—1998，44—53
2686	覵	GE-4C56	GB/T 16500—1998，44—54
2687	覼	GE-4C57	GB/T 16500—1998，44—55
2688	觕	GE-4C58	GB/T 16500—1998，44—56
2689	觗	GE-4C59	GB/T 16500—1998，44—57
2690	觧	GE-4C5A	GB/T 16500—1998，44—58
2691	觨	GE-4C5B	GB/T 16500—1998，44—59
2692	觹	GE-4C5C	GB/T 16500—1998，44—60
2693	觽	GE-4C5D	GB/T 16500—1998，44—61
2694	託	GE-4C5E	GB/T 16500—1998，44—62
2695	訙	GE-4C5F	GB/T 16500—1998，44—63
2696	訡	GE-4C60	GB/T 16500—1998，44—64
2697	訤	GE-4C61	GB/T 16500—1998，44—65
2698	訯	GE-4C62	GB/T 16500—1998，44—66
2699	訳	GE-4C63	GB/T 16500—1998，44—67
2700	註	GE-4C64	GB/T 16500—1998，44—68
2701	証	GE-4C65	GB/T 16500—1998，44—69
2702	詙	GE-4C66	GB/T 16500—1998，44—70
2703	詠	GE-4C67	GB/T 16500—1998，44—71
2704	詤	GE-4C68	GB/T 16500—1998，44—72
2705	詧	GE-4C69	GB/T 16500—1998，44—73
2706	詶	GE-4C6A	GB/T 16500—1998，44—74
2707	詽	GE-4C6B	GB/T 16500—1998，44—75
2708	誈	GE-4C6C	GB/T 16500—1998，44—76
2709	誌	GE-4C6D	GB/T 16500—1998，44—77
2710	誖	GE-4C6E	GB/T 16500—1998，44—78
2711	誝	GE-4C6F	GB/T 16500—1998，44—79
2712	誟	GE-4C70	GB/T 16500—1998，44—80
2713	誢	GE-4C71	GB/T 16500—1998，44—81
2714	誩	GE-4C72	GB/T 16500—1998，44—82
2715	說	GE-4C73	GB/T 16500—1998，44—83
2716	誫	GE-4C74	GB/T 16500—1998，44—84
2717	読	GE-4C75	GB/T 16500—1998，44—85
2718	誮	GE-4C76	GB/T 16500—1998，44—86
2719	誵	GE-4C77	GB/T 16500—1998，44—87
2720	諌	GE-4C78	GB/T 16500—1998，44—88
2721	諐	GE-4C79	GB/T 16500—1998，44—89
2722	諙	GE-4C7A	GB/T 16500—1998，44—90
2723	諚	GE-4C7B	GB/T 16500—1998，44—91
2724	諠	GE-4C7C	GB/T 16500—1998，44—92
2725	諡	GE-4C7D	GB/T 16500—1998，44—93
2726	諨	GE-4C7E	GB/T 16500—1998，44—94
2727	諩	GE-4D21	GB/T 16500—1998，45—01
2728	諪	GE-4D22	GB/T 16500—1998，45—02
2729	諬	GE-4D23	GB/T 16500—1998，45—03
2730	謃	GE-4D24	GB/T 16500—1998，45—04
2731	謌	GE-4D25	GB/T 16500—1998，45—05
2732	謒	GE-4D26	GB/T 16500—1998，45—06
2733	謠	GE-4D27	GB/T 16500—1998，45—07
2734	謢	GE-4D28	GB/T 16500—1998，45—08
2735	謩	GE-4D29	GB/T 16500—1998，45—09
2736	謴	GE-4D2A	GB/T 16500—1998，45—10
2737	謼	GE-4D2B	GB/T 16500—1998，45—11
2738	譁	GE-4D2C	GB/T 16500—1998，45—12
2739	譂	GE-4D2D	GB/T 16500—1998，45—13
2740	譆	GE-4D2E	GB/T 16500—1998，45—14
2741	譋	GE-4D2F	GB/T 16500—1998，45—15
2742	譌	GE-4D30	GB/T 16500—1998，45—16
2743	譐	GE-4D31	GB/T 16500—1998，45—17
2744	譔	GE-4D32	GB/T 16500—1998，45—18
2745	譛	GE-4D33	GB/T 16500—1998，45—19
2746	譟	GE-4D34	GB/T 16500—1998，45—20
2747	譭	GE-4D35	GB/T 16500—1998，45—21
2748	譱	GE-4D36	GB/T 16500—1998，45—22
2749	譲	GE-4D37	GB/T 16500—1998，45—23
2750	譼	GE-4D38	GB/T 16500—1998，45—24
2751	譾	GE-4D39	GB/T 16500—1998，45—25
2752	讁	GE-4D3A	GB/T 16500—1998，45—26
2753	讃	GE-4D3B	GB/T 16500—1998，45—27
2754	讆	GE-4D3C	GB/T 16500—1998，45—28
2755	讈	GE-4D3D	GB/T 16500—1998，45—29
2756	讍	GE-4D3E	GB/T 16500—1998，45—30
2757	讏	GE-4D3F	GB/T 16500—1998，45—31
2758	讐	GE-4D40	GB/T 16500—1998，45—32
2759	讙	GE-4D41	GB/T 16500—1998，45—33
2760	讚	GE-4D42	GB/T 16500—1998，45—34
2761	讟	GE-4D43	GB/T 16500—1998，45—35
2762	谿	GE-4D44	GB/T 16500—1998，45—36
2763	豎	GE-4D45	GB/T 16500—1998，45—37
2764	豒	GE-4D46	GB/T 16500—1998，45—38
2765	豓	GE-4D47	GB/T 16500—1998，45—39
2766	豔	GE-4D48	GB/T 16500—1998，45—40
2767	豣	GE-4D49	GB/T 16500—1998，45—41
2768	豬	GE-4D4A	GB/T 16500—1998，45—42
2769	豼	GE-4D4B	GB/T 16500—1998，45—43
2770	貄	GE-4D4C	GB/T 16500—1998，45—44
2771	貋	GE-4D4D	GB/T 16500—1998，45—45
2772	貍	GE-4D4E	GB/T 16500—1998，45—46
2773	貎	GE-4D4F	GB/T 16500—1998，45—47
2774	貓	GE-4D50	GB/T 16500—1998，45—48
2775	貖	GE-4D51	GB/T 16500—1998，45—49
2776	貗	GE-4D52	GB/T 16500—1998，45—50
2777	貚	GE-4D53	GB/T 16500—1998，45—51
2778	貛	GE-4D54	GB/T 16500—1998，45—52
2779	貥	GE-4D55	GB/T 16500—1998，45—53
2780	貭	GE-4D56	GB/T 16500—1998，45—54
2781	貮	GE-4D57	GB/T 16500—1998，45—55
2782	貵	GE-4D58	GB/T 16500—1998，45—56
2783	賆	GE-4D59	GB/T 16500—1998，45—57
2784	賉	GE-4D5A	GB/T 16500—1998，45—58
2785	賋	GE-4D5B	GB/T 16500—1998，45—59
2786	賍	GE-4D5C	GB/T 16500—1998，45—60
2787	賎	GE-4D5D	GB/T 16500—1998，45—61
2788	賏	GE-4D5E	GB/T 16500—1998，45—62
2789	賐	GE-4D5F	GB/T 16500—1998，45—63
2790	賔	GE-4D60	GB/T 16500—1998，45—64
2791	賖	GE-4D61	GB/T 16500—1998，45—65
2792	賗	GE-4D62	GB/T 16500—1998，45—66
2793	賘	GE-4D63	GB/T 16500—1998，45—67
2794	賛	GE-4D64	GB/T 16500—1998，45—68
2795	賟	GE-4D65	GB/T 16500—1998，45—69
2796	賩	GE-4D66	GB/T 16500—1998，45—70
2797	賯	GE-4D67	GB/T 16500—1998，45—71
2798	賰	GE-4D68	GB/T 16500—1998，45—72
2799	賱	GE-4D69	GB/T 16500—1998，45—73
2800	賳	GE-4D6A	GB/T 16500—1998，45—74
2801	賶	GE-4D6B	GB/T 16500—1998，45—75
2802	賷	GE-4D6C	GB/T 16500—1998，45—76
2803	賸	GE-4D6D	GB/T 16500—1998，45—77
2804	賿	GE-4D6E	GB/T 16500—1998，45—78
2805	贁	GE-4D6F	GB/T 16500—1998，45—79
2806	贂	GE-4D70	GB/T 16500—1998，45—80
2807	贃	GE-4D71	GB/T 16500—1998，45—81
2808	贆	GE-4D72	GB/T 16500—1998，45—82
2809	贌	GE-4D73	GB/T 16500—1998，45—83
2810	贑	GE-4D74	GB/T 16500—1998，45—84
2811	贒	GE-4D75	GB/T 16500—1998，45—85
2812	贓	GE-4D76	GB/T 16500—1998，45—86
2813	贗	GE-4D77	GB/T 16500—1998，45—87
2814	贘	GE-4D78	GB/T 16500—1998，45—88
2815	赱	GE-4D79	GB/T 16500—1998，45—89
2816	赻	GE-4D7A	GB/T 16500—1998，45—90
2817	赼	GE-4D7B	GB/T 16500—1998，45—91
2818	赿	GE-4D7C	GB/T 16500—1998，45—92
2819	趂	GE-4D7D	GB/T 16500—1998，45—93
2820	趇	GE-4D7E	GB/T 16500—1998，45—94
2821	趌	GE-4E21	GB/T 16500—1998，46—01
2822	趒	GE-4E22	GB/T 16500—1998，46—02
2823	趘	GE-4E23	GB/T 16500—1998，46—03
2824	趚	GE-4E24	GB/T 16500—1998，46—04
2825	趛	GE-4E25	GB/T 16500—1998，46—05
2826	趤	GE-4E26	GB/T 16500—1998，46—06
2827	趰	GE-4E27	GB/T 16500—1998，46—07
2828	趶	GE-4E28	GB/T 16500—1998，46—08
2829	趷	GE-4E29	GB/T 16500—1998，46—09
2830	跊	GE-4E2A	GB/T 16500—1998，46—10
2831	跍	GE-4E2B	GB/T 16500—1998，46—11
2832	跜	GE-4E2C	GB/T 16500—1998，46—12
2833	跡	GE-4E2D	GB/T 16500—1998，46—13
2834	跥	GE-4E2E	GB/T 16500—1998，46—14
2835	跴	GE-4E2F	GB/T 16500—1998，46—15
2836	跼	GE-4E30	GB/T 16500—1998，46—16
2837	跾	GE-4E31	GB/T 16500—1998，46—17
2838	踀	GE-4E32	GB/T 16500—1998，46—18
2839	踁	GE-4E33	GB/T 16500—1998，46—19
2840	踇	GE-4E34	GB/T 16500—1998，46—20
2841	踈	GE-4E35	GB/T 16500—1998，46—21
2842	踋	GE-4E36	GB/T 16500—1998，46—22
2843	踍	GE-4E37	GB/T 16500—1998，46—23
2844	踗	GE-4E38	GB/T 16500—1998，46—24
2845	踙	GE-4E39	GB/T 16500—1998，46—25
2846	踨	GE-4E3A	GB/T 16500—1998，46—26
2847	踫	GE-4E3B	GB/T 16500—1998，46—27
2848	踰	GE-4E3C	GB/T 16500—1998，46—28
2849	踷	GE-4E3D	GB/T 16500—1998，46—29
2850	蹏	GE-4E3E	GB/T 16500—1998，46—30
2851	蹔	GE-4E3F	GB/T 16500—1998，46—31
2852	蹖	GE-4E40	GB/T 16500—1998，46—32
2853	蹚	GE-4E41	GB/T 16500—1998，46—33
2854	蹟	GE-4E42	GB/T 16500—1998，46—34
2855	蹠	GE-4E43	GB/T 16500—1998，46—35
2856	蹤	GE-4E44	GB/T 16500—1998，46—36
2857	蹧	GE-4E45	GB/T 16500—1998，46—37
2858	蹵	GE-4E46	GB/T 16500—1998，46—38
2859	蹻	GE-4E47	GB/T 16500—1998，46—39
2860	躌	GE-4E48	GB/T 16500—1998，46—40
2861	躎	GE-4E49	GB/T 16500—1998，46—41
2862	躕	GE-4E4A	GB/T 16500—1998，46—42
2863	躖	GE-4E4B	GB/T 16500—1998，46—43
2864	躗	GE-4E4C	GB/T 16500—1998，46—44
2865	躛	GE-4E4D	GB/T 16500—1998，46—45
2866	躝	GE-4E4E	GB/T 16500—1998，46—46
2867	躨	GE-4E4F	GB/T 16500—1998，46—47
2868	躮	GE-4E50	GB/T 16500—1998，46—48
2869	躱	GE-4E51	GB/T 16500—1998，46—49
2870	躳	GE-4E52	GB/T 16500—1998，46—50
2871	躵	GE-4E53	GB/T 16500—1998，46—51
2872	躶	GE-4E54	GB/T 16500—1998，46—52
2873	躹	GE-4E55	GB/T 16500—1998，46—53
2874	躻	GE-4E56	GB/T 16500—1998，46—54
2875	躼	GE-4E57	GB/T 16500—1998，46—55
2876	躾	GE-4E58	GB/T 16500—1998，46—56
2877	軂	GE-4E59	GB/T 16500—1998，46—57
2878	軄	GE-4E5A	GB/T 16500—1998，46—58
2879	軅	GE-4E5B	GB/T 16500—1998，46—59
2880	軆	GE-4E5C	GB/T 16500—1998，46—60
2881	軇	GE-4E5D	GB/T 16500—1998，46—61
2882	軈	GE-4E5E	GB/T 16500—1998，46—62
2883	軉	GE-4E5F	GB/T 16500—1998，46—63
2884	軓	GE-4E60	GB/T 16500—1998，46—64
2885	軕	GE-4E61	GB/T 16500—1998，46—65
2886	軗	GE-4E62	GB/T 16500—1998，46—66
2887	軙	GE-4E63	GB/T 16500—1998，46—67
2888	軠	GE-4E64	GB/T 16500—1998，46—68
2889	軡	GE-4E65	GB/T 16500—1998，46—69
2890	転	GE-4E66	GB/T 16500—1998，46—70
2891	軣	GE-4E67	GB/T 16500—1998，46—71
2892	軦	GE-4E68	GB/T 16500—1998，46—72
2893	軩	GE-4E69	GB/T 16500—1998，46—73
2894	軰	GE-4E6A	GB/T 16500—1998，46—74
2895	軴	GE-4E6B	GB/T 16500—1998，46—75
2896	軽	GE-4E6C	GB/T 16500—1998，46—76
2897	輄	GE-4E6D	GB/T 16500—1998，46—77
2898	輌	GE-4E6E	GB/T 16500—1998，46—78
2899	輍	GE-4E6F	GB/T 16500—1998，46—79
2900	輎	GE-4E70	GB/T 16500—1998，46—80
2901	輏	GE-4E71	GB/T 16500—1998，46—81
2902	輓	GE-4E72	GB/T 16500—1998，46—82
2903	輙	GE-4E73	GB/T 16500—1998，46—83
2904	輧	GE-4E74	GB/T 16500—1998，46—84
2905	輭	GE-4E75	GB/T 16500—1998，46—85
2906	輱	GE-4E76	GB/T 16500—1998，46—86
2907	輺	GE-4E77	GB/T 16500—1998，46—87
2908	輽	GE-4E78	GB/T 16500—1998，46—88
2909	轀	GE-4E79	GB/T 16500—1998，46—89
2910	轁	GE-4E7A	GB/T 16500—1998，46—90
2911	轌	GE-4E7B	GB/T 16500—1998，46—91
2912	轚	GE-4E7C	GB/T 16500—1998，46—92
2913	轝	GE-4E7D	GB/T 16500—1998，46—93
2914	辝	GE-4E7E	GB/T 16500—1998，46—94
2915	辠	GE-4F21	GB/T 16500—1998，47—01
2916	辡	GE-4F22	GB/T 16500—1998，47—02
2917	辢	GE-4F23	GB/T 16500—1998，47—03
2918	辤	GE-4F24	GB/T 16500—1998，47—04
2919	辧	GE-4F25	GB/T 16500—1998，47—05
2920	辪	GE-4F26	GB/T 16500—1998，47—06
2921	辳	GE-4F27	GB/T 16500—1998，47—07
2922	辷	GE-4F28	GB/T 16500—1998，47—08
2923	辺	GE-4F29	GB/T 16500—1998，47—09
2924	辻	GE-4F2A	GB/T 16500—1998，47—10
2925	込	GE-4F2B	GB/T 16500—1998，47—11
2926	迃	GE-4F2C	GB/T 16500—1998，47—12
2927	迉	GE-4F2D	GB/T 16500—1998，47—13
2928	迊	GE-4F2E	GB/T 16500—1998，47—14
2929	迌	GE-4F2F	GB/T 16500—1998，47—15
2930	迏	GE-4F30	GB/T 16500—1998，47—16
2931	迖	GE-4F31	GB/T 16500—1998，47—17
2932	迗	GE-4F32	GB/T 16500—1998，47—18
2933	迚	GE-4F33	GB/T 16500—1998，47—19
2934	迠	GE-4F34	GB/T 16500—1998，47—20
2935	迧	GE-4F35	GB/T 16500—1998，47—21
2936	迬	GE-4F36	GB/T 16500—1998，47—22
2937	迶	GE-4F37	GB/T 16500—1998，47—23
2938	迻	GE-4F38	GB/T 16500—1998，47—24
2939	逈	GE-4F39	GB/T 16500—1998，47—25
2940	逓	GE-4F3A	GB/T 16500—1998，47—26
2941	逘	GE-4F3B	GB/T 16500—1998，47—27
2942	逤	GE-4F3C	GB/T 16500—1998，47—28
2943	逥	GE-4F3D	GB/T 16500—1998，47—29
2944	逧	GE-4F3E	GB/T 16500—1998，47—30
2945	逩	GE-4F3F	GB/T 16500—1998，47—31
2946	逬	GE-4F40	GB/T 16500—1998，47—32
2947	逰	GE-4F41	GB/T 16500—1998，47—33
2948	週	GE-4F42	GB/T 16500—1998，47—34
2949	逹	GE-4F43	GB/T 16500—1998，47—35
2950	逺	GE-4F44	GB/T 16500—1998，47—36
2951	遀	GE-4F45	GB/T 16500—1998，47—37
2952	遅	GE-4F46	GB/T 16500—1998，47—38
2953	遈	GE-4F47	GB/T 16500—1998，47—39
2954	遉	GE-4F48	GB/T 16500—1998，47—40
2955	遊	GE-4F49	GB/T 16500—1998，47—41
2956	遖	GE-4F4A	GB/T 16500—1998，47—42
2957	遙	GE-4F4B	GB/T 16500—1998，47—43
2958	遚	GE-4F4C	GB/T 16500—1998，47—44
2959	遡	GE-4F4D	GB/T 16500—1998，47—45
2960	遯	GE-4F4E	GB/T 16500—1998，47—46
2961	遶	GE-4F4F	GB/T 16500—1998，47—47
2962	邉	GE-4F50	GB/T 16500—1998，47—48
2963	邍	GE-4F51	GB/T 16500—1998，47—49
2964	邎	GE-4F52	GB/T 16500—1998，47—50
2965	邔	GE-4F53	GB/T 16500—1998，47—51
2966	邚	GE-4F54	GB/T 16500—1998，47—52
2967	邜	GE-4F55	GB/T 16500—1998，47—53
2968	邞	GE-4F56	GB/T 16500—1998，47—54
2969	邫	GE-4F57	GB/T 16500—1998，47—55
2970	邭	GE-4F58	GB/T 16500—1998，47—56
2971	邼	GE-4F59	GB/T 16500—1998，47—57
2972	郉	GE-4F5A	GB/T 16500—1998，47—58
2973	郌	GE-4F5B	GB/T 16500—1998，47—59
2974	郒	GE-4F5C	GB/T 16500—1998，47—60
2975	郞	GE-4F5D	GB/T 16500—1998，47—61
2976	郥	GE-4F5E	GB/T 16500—1998，47—62
2977	郬	GE-4F5F	GB/T 16500—1998，47—63
2978	郮	GE-4F60	GB/T 16500—1998，47—64
2979	郶	GE-4F61	GB/T 16500—1998，47—65
2980	郷	GE-4F62	GB/T 16500—1998，47—66
2981	郺	GE-4F63	GB/T 16500—1998，47—67
2982	郻	GE-4F64	GB/T 16500—1998，47—68
2983	郼	GE-4F65	GB/T 16500—1998，47—69
2984	鄁	GE-4F66	GB/T 16500—1998，47—70
2985	鄊	GE-4F67	GB/T 16500—1998，47—71
2986	鄓	GE-4F68	GB/T 16500—1998，47—72
2987	鄕	GE-4F69	GB/T 16500—1998，47—73
2988	鄥	GE-4F6A	GB/T 16500—1998，47—74
2989	鄷	GE-4F6B	GB/T 16500—1998，47—75
2990	鄼	GE-4F6C	GB/T 16500—1998，47—76
2991	酁	GE-4F6D	GB/T 16500—1998，47—77
2992	酑	GE-4F6E	GB/T 16500—1998，47—78
2993	酔	GE-4F6F	GB/T 16500—1998，47—79
2994	酖	GE-4F70	GB/T 16500—1998，47—80
2995	酙	GE-4F71	GB/T 16500—1998，47—81
2996	酛	GE-4F72	GB/T 16500—1998，47—82
2997	酜	GE-4F73	GB/T 16500—1998，47—83
2998	酠	GE-4F74	GB/T 16500—1998，47—84
2999	酧	GE-4F75	GB/T 16500—1998，47—85
3000	酫	GE-4F76	GB/T 16500—1998，47—86
3001	酻	GE-4F77	GB/T 16500—1998，47—87
3002	酼	GE-4F78	GB/T 16500—1998，47—88
3003	醃	GE-4F79	GB/T 16500—1998，47—89
3004	醆	GE-4F7A	GB/T 16500—1998，47—90
3005	醏	GE-4F7B	GB/T 16500—1998，47—91
3006	醔	GE-4F7C	GB/T 16500—1998，47—92
3007	醕	GE-4F7D	GB/T 16500—1998，47—93
3008	醗	GE-4F7E	GB/T 16500—1998，47—94
3009	醘	GE-5021	GB/T 16500—1998，48—01
3010	醙	GE-5022	GB/T 16500—1998，48—02
3011	醞	GE-5023	GB/T 16500—1998，48—03
3012	醤	GE-5024	GB/T 16500—1998，48—04
3013	醥	GE-5025	GB/T 16500—1998，48—05
3014	醸	GE-5026	GB/T 16500—1998，48—06
3015	醻	GE-5027	GB/T 16500—1998，48—07
3016	醼	GE-5028	GB/T 16500—1998，48—08
3017	醿	GE-5029	GB/T 16500—1998，48—09
3018	釄	GE-502A	GB/T 16500—1998，48—10
3019	釆	GE-502B	GB/T 16500—1998，48—11
3020	釈	GE-502C	GB/T 16500—1998，48—12
3021	釐	GE-502D	GB/T 16500—1998，48—13
3022	釛	GE-502E	GB/T 16500—1998，48—14
3023	釟	GE-502F	GB/T 16500—1998，48—15
3024	釠	GE-5030	GB/T 16500—1998，48—16
3025	釡	GE-5031	GB/T 16500—1998，48—17
3026	釢	GE-5032	GB/T 16500—1998，48—18
3027	釦	GE-5033	GB/T 16500—1998，48—19
3028	釨	GE-5034	GB/T 16500—1998，48—20
3029	釫	GE-5035	GB/T 16500—1998，48—21
3030	釬	GE-5036	GB/T 16500—1998，48—22
3031	釮	GE-5037	GB/T 16500—1998，48—23
3032	釯	GE-5038	GB/T 16500—1998，48—24
3033	釸	GE-5039	GB/T 16500—1998，48—25
3034	釻	GE-503A	GB/T 16500—1998，48—26
3035	釼	GE-503B	GB/T 16500—1998，48—27
3036	鈅	GE-503C	GB/T 16500—1998，48—28
3037	鈆	GE-503D	GB/T 16500—1998，48—29
3038	鈓	GE-503E	GB/T 16500—1998，48—30
3039	鈖	GE-503F	GB/T 16500—1998，48—31
3040	鈗	GE-5040	GB/T 16500—1998，48—32
3041	鈘	GE-5041	GB/T 16500—1998，48—33
3042	鈛	GE-5042	GB/T 16500—1998，48—34
3043	鈜	GE-5043	GB/T 16500—1998，48—35
3044	鈝	GE-5044	GB/T 16500—1998，48—36
3045	鈟	GE-5045	GB/T 16500—1998，48—37
3046	鈡	GE-5046	GB/T 16500—1998，48—38
3047	鈢	GE-5047	GB/T 16500—1998，48—39
3048	鈤	GE-5048	GB/T 16500—1998，48—40
3049	鈨	GE-5049	GB/T 16500—1998，48—41
3050	鈩	GE-504A	GB/T 16500—1998，48—42
3051	鈫	GE-504B	GB/T 16500—1998，48—43
3052	鈬	GE-504C	GB/T 16500—1998，48—44
3053	鈭	GE-504D	GB/T 16500—1998，48—45
3054	鈲	GE-504E	GB/T 16500—1998，48—46
3055	鈵	GE-504F	GB/T 16500—1998，48—47
3056	鉁	GE-5050	GB/T 16500—1998，48—48
3057	鉃	GE-5051	GB/T 16500—1998，48—49
3058	鉄	GE-5052	GB/T 16500—1998，48—50
3059	鉆	GE-5053	GB/T 16500—1998，48—51
3060	鉇	GE-5054	GB/T 16500—1998，48—52
3061	鉊	GE-5055	GB/T 16500—1998，48—53
3062	鉋	GE-5056	GB/T 16500—1998，48—54
3063	鉏	GE-5057	GB/T 16500—1998，48—55
3064	鉐	GE-5058	GB/T 16500—1998，48—56
3065	鉓	GE-5059	GB/T 16500—1998，48—57
3066	鉔	GE-505A	GB/T 16500—1998，48—58
3067	鉖	GE-505B	GB/T 16500—1998，48—59
3068	鉘	GE-505C	GB/T 16500—1998，48—60
3069	鉙	GE-505D	GB/T 16500—1998，48—61
