num	glyph	GE-source	description
1554	灡	GE-4052	GB/T 16500—1998，32—50
1555	灢	GE-4053	GB/T 16500—1998，32—51
1556	灦	GE-4054	GB/T 16500—1998，32—52
1557	灨	GE-4055	GB/T 16500—1998，32—53
1558	灩	GE-4056	GB/T 16500—1998，32—54
1559	灮	GE-4057	GB/T 16500—1998，32—55
1560	灲	GE-4058	GB/T 16500—1998，32—56
1561	灳	GE-4059	GB/T 16500—1998，32—57
1562	灻	GE-405A	GB/T 16500—1998，32—58
1563	災	GE-405B	GB/T 16500—1998，32—59
1564	炋	GE-405C	GB/T 16500—1998，32—60
1565	炍	GE-405D	GB/T 16500—1998，32—61
1566	炤	GE-405E	GB/T 16500—1998，32—62
1567	炾	GE-405F	GB/T 16500—1998，32—63
1568	炿	GE-4060	GB/T 16500—1998，32—64
1569	烉	GE-4061	GB/T 16500—1998，32—65
1570	烎	GE-4062	GB/T 16500—1998，32—66
1571	烖	GE-4063	GB/T 16500—1998，32—67
1572	烡	GE-4064	GB/T 16500—1998，32—68
1573	烥	GE-4065	GB/T 16500—1998，32—69
1574	烪	GE-4066	GB/T 16500—1998，32—70
1575	烮	GE-4067	GB/T 16500—1998，32—71
1576	烾	GE-4068	GB/T 16500—1998，32—72
1577	焈	GE-4069	GB/T 16500—1998，32—73
1578	焋	GE-406A	GB/T 16500—1998，32—74
1579	焏	GE-406B	GB/T 16500—1998，32—75
1580	焑	GE-406C	GB/T 16500—1998，32—76
1581	焒	GE-406D	GB/T 16500—1998，32—77
1582	焔	GE-406E	GB/T 16500—1998，32—78
1583	焛	GE-406F	GB/T 16500—1998，32—79
1584	焢	GE-4070	GB/T 16500—1998，32—80
1585	焣	GE-4071	GB/T 16500—1998，32—81
1586	焤	GE-4072	GB/T 16500—1998，32—82
1587	焨	GE-4073	GB/T 16500—1998，32—83
1588	焬	GE-4074	GB/T 16500—1998，32—84
1589	焳	GE-4075	GB/T 16500—1998，32—85
1590	焹	GE-4076	GB/T 16500—1998，32—86
1591	焼	GE-4077	GB/T 16500—1998，32—87
1592	焽	GE-4078	GB/T 16500—1998，32—88
1593	焿	GE-4079	GB/T 16500—1998，32—89
1594	煂	GE-407A	GB/T 16500—1998，32—90
1595	煇	GE-407B	GB/T 16500—1998，32—91
1596	煍	GE-407C	GB/T 16500—1998，32—92
1597	煑	GE-407D	GB/T 16500—1998，32—93
1598	煕	GE-407E	GB/T 16500—1998，32—94
1599	煖	GE-4121	GB/T 16500—1998，33—01
1600	煗	GE-4122	GB/T 16500—1998，33—02
1601	煙	GE-4123	GB/T 16500—1998，33—03
1602	煡	GE-4124	GB/T 16500—1998，33—04
1603	煭	GE-4125	GB/T 16500—1998，33—05
1604	煯	GE-4126	GB/T 16500—1998，33—06
1605	煰	GE-4127	GB/T 16500—1998，33—07
1606	煱	GE-4128	GB/T 16500—1998，33—08
1607	煵	GE-4129	GB/T 16500—1998，33—09
1608	煶	GE-412A	GB/T 16500—1998，33—10
1609	煷	GE-412B	GB/T 16500—1998，33—11
1610	煹	GE-412C	GB/T 16500—1998，33—12
1611	煾	GE-412D	GB/T 16500—1998，33—13
1612	熅	GE-412E	GB/T 16500—1998，33—14
1613	熈	GE-412F	GB/T 16500—1998，33—15
1614	熌	GE-4130	GB/T 16500—1998，33—16
1615	熍	GE-4131	GB/T 16500—1998，33—17
1616	熎	GE-4132	GB/T 16500—1998，33—18
1617	熐	GE-4133	GB/T 16500—1998，33—19
1618	熓	GE-4134	GB/T 16500—1998，33—20
1619	熕	GE-4135	GB/T 16500—1998，33—21
1620	熖	GE-4136	GB/T 16500—1998，33—22
1621	熡	GE-4137	GB/T 16500—1998，33—23
1622	熢	GE-4138	GB/T 16500—1998，33—24
1623	熫	GE-4139	GB/T 16500—1998，33—25
1624	熴	GE-413A	GB/T 16500—1998，33—26
1625	燄	GE-413B	GB/T 16500—1998，33—27
1626	燐	GE-413C	GB/T 16500—1998，33—28
1627	燗	GE-413D	GB/T 16500—1998，33—29
1628	燛	GE-413E	GB/T 16500—1998，33—30
1629	燝	GE-413F	GB/T 16500—1998，33—31
1630	燞	GE-4140	GB/T 16500—1998，33—32
1631	燢	GE-4141	GB/T 16500—1998，33—33
1632	燣	GE-4142	GB/T 16500—1998，33—34
1633	燨	GE-4143	GB/T 16500—1998，33—35
1634	燬	GE-4144	GB/T 16500—1998，33—36
1635	燰	GE-4145	GB/T 16500—1998，33—37
1636	燲	GE-4146	GB/T 16500—1998，33—38
1637	燳	GE-4147	GB/T 16500—1998，33—39
1638	燵	GE-4148	GB/T 16500—1998，33—40
1639	燻	GE-4149	GB/T 16500—1998，33—41
1640	爂	GE-414A	GB/T 16500—1998，33—42
1641	爋	GE-414B	GB/T 16500—1998，33—43
1642	爎	GE-414C	GB/T 16500—1998，33—44
1643	爒	GE-414D	GB/T 16500—1998，33—45
1644	爕	GE-414E	GB/T 16500—1998，33—46
1645	爗	GE-414F	GB/T 16500—1998，33—47
1646	爘	GE-4150	GB/T 16500—1998，33—48
1647	爜	GE-4151	GB/T 16500—1998，33—49
1648	爞	GE-4152	GB/T 16500—1998，33—50
1649	爠	GE-4153	GB/T 16500—1998，33—51
1650	爢	GE-4154	GB/T 16500—1998，33—52
1651	爤	GE-4155	GB/T 16500—1998，33—53
1652	爦	GE-4156	GB/T 16500—1998，33—54
1653	爧	GE-4157	GB/T 16500—1998，33—55
1654	爩	GE-4158	GB/T 16500—1998，33—56
1655	爫	GE-4159	GB/T 16500—1998，33—57
1656	爴	GE-415A	GB/T 16500—1998，33—58
1657	爼	GE-415B	GB/T 16500—1998，33—59
1658	牀	GE-415C	GB/T 16500—1998，33—60
1659	牃	GE-415D	GB/T 16500—1998，33—61
1660	牅	GE-415E	GB/T 16500—1998，33—62
1661	牆	GE-415F	GB/T 16500—1998，33—63
1662	牋	GE-4160	GB/T 16500—1998，33—64
1663	牎	GE-4161	GB/T 16500—1998，33—65
1664	牐	GE-4162	GB/T 16500—1998，33—66
1665	牓	GE-4163	GB/T 16500—1998，33—67
1666	牔	GE-4164	GB/T 16500—1998，33—68
1667	牕	GE-4165	GB/T 16500—1998，33—69
1668	牗	GE-4166	GB/T 16500—1998，33—70
1669	牜	GE-4167	GB/T 16500—1998，33—71
1670	牠	GE-4168	GB/T 16500—1998，33—72
1671	牫	GE-4169	GB/T 16500—1998，33—73
1672	牬	GE-416A	GB/T 16500—1998，33—74
1673	牰	GE-416B	GB/T 16500—1998，33—75
1674	牱	GE-416C	GB/T 16500—1998，33—76
1675	牴	GE-416D	GB/T 16500—1998，33—77
1676	犂	GE-416E	GB/T 16500—1998，33—78
1677	犛	GE-416F	GB/T 16500—1998，33—79
1678	犞	GE-4170	GB/T 16500—1998，33—80
1679	犠	GE-4171	GB/T 16500—1998，33—81
1680	犮	GE-4172	GB/T 16500—1998，33—82
1681	犱	GE-4173	GB/T 16500—1998，33—83
1682	犾	GE-4174	GB/T 16500—1998，33—84
1683	狆	GE-4175	GB/T 16500—1998，33—85
1684	狇	GE-4176	GB/T 16500—1998，33—86
1685	狜	GE-4177	GB/T 16500—1998，33—87
1686	狥	GE-4178	GB/T 16500—1998，33—88
1687	狦	GE-4179	GB/T 16500—1998，33—89
1688	猀	GE-417A	GB/T 16500—1998，33—90
1689	猂	GE-417B	GB/T 16500—1998，33—91
1690	猅	GE-417C	GB/T 16500—1998，33—92
1691	猉	GE-417D	GB/T 16500—1998，33—93
1692	猌	GE-417E	GB/T 16500—1998，33—94
1693	猏	GE-4221	GB/T 16500—1998，34—01
1694	猐	GE-4222	GB/T 16500—1998，34—02
1695	猟	GE-4223	GB/T 16500—1998，34—03
1696	猦	GE-4224	GB/T 16500—1998，34—04
1697	猨	GE-4225	GB/T 16500—1998，34—05
1698	獃	GE-4226	GB/T 16500—1998，34—06
1699	獇	GE-4227	GB/T 16500—1998，34—07
1700	獈	GE-4228	GB/T 16500—1998，34—08
1701	獋	GE-4229	GB/T 16500—1998，34—09
1702	獎	GE-422A	GB/T 16500—1998，34—10
1703	獔	GE-422B	GB/T 16500—1998，34—11
1704	獘	GE-422C	GB/T 16500—1998，34—12
1705	獙	GE-422D	GB/T 16500—1998，34—13
1706	獛	GE-422E	GB/T 16500—1998，34—14
1707	獣	GE-422F	GB/T 16500—1998，34—15
1708	獧	GE-4230	GB/T 16500—1998，34—16
1709	玅	GE-4231	GB/T 16500—1998，34—17
1710	珁	GE-4232	GB/T 16500—1998，34—18
1711	珄	GE-4233	GB/T 16500—1998，34—19
1712	珎	GE-4234	GB/T 16500—1998，34—20
1713	珗	GE-4235	GB/T 16500—1998，34—21
1714	珡	GE-4236	GB/T 16500—1998，34—22
1715	珯	GE-4237	GB/T 16500—1998，34—23
1716	珱	GE-4238	GB/T 16500—1998，34—24
1717	珳	GE-4239	GB/T 16500—1998，34—25
1718	珻	GE-423A	GB/T 16500—1998，34—26
1719	琌	GE-423B	GB/T 16500—1998，34—27
1720	琍	GE-423C	GB/T 16500—1998，34—28
1721	琑	GE-423D	GB/T 16500—1998，34—29
1722	琒	GE-423E	GB/T 16500—1998，34—30
1723	琓	GE-423F	GB/T 16500—1998，34—31
1724	琖	GE-4240	GB/T 16500—1998，34—32
1725	琞	GE-4241	GB/T 16500—1998，34—33
1726	琱	GE-4242	GB/T 16500—1998，34—34
1727	琸	GE-4243	GB/T 16500—1998，34—35
1728	琹	GE-4244	GB/T 16500—1998，34—36
1729	琺	GE-4245	GB/T 16500—1998，34—37
1730	琻	GE-4246	GB/T 16500—1998，34—38
1731	琽	GE-4247	GB/T 16500—1998，34—39
1732	瑇	GE-4248	GB/T 16500—1998，34—40
1733	瑐	GE-4249	GB/T 16500—1998，34—41
1734	瑓	GE-424A	GB/T 16500—1998，34—42
1735	瑠	GE-424B	GB/T 16500—1998，34—43
1736	瑡	GE-424C	GB/T 16500—1998，34—44
1737	瑤	GE-424D	GB/T 16500—1998，34—45
1738	瑯	GE-424E	GB/T 16500—1998，34—46
1739	璌	GE-424F	GB/T 16500—1998，34—47
1740	璍	GE-4250	GB/T 16500—1998，34—48
1741	璔	GE-4251	GB/T 16500—1998，34—49
1742	璖	GE-4252	GB/T 16500—1998，34—50
1743	璢	GE-4253	GB/T 16500—1998，34—51
1744	璤	GE-4254	GB/T 16500—1998，34—52
1745	璭	GE-4255	GB/T 16500—1998，34—53
1746	璮	GE-4256	GB/T 16500—1998，34—54
1747	璳	GE-4257	GB/T 16500—1998，34—55
1748	璴	GE-4258	GB/T 16500—1998，34—56
1749	璿	GE-4259	GB/T 16500—1998，34—57
1750	瓂	GE-425A	GB/T 16500—1998，34—58
1751	瓆	GE-425B	GB/T 16500—1998，34—59
1752	瓇	GE-425C	GB/T 16500—1998，34—60
1753	瓈	GE-425D	GB/T 16500—1998，34—61
1754	瓋	GE-425E	GB/T 16500—1998，34—62
1755	瓌	GE-425F	GB/T 16500—1998，34—63
1756	瓍	GE-4260	GB/T 16500—1998，34—64
1757	瓎	GE-4261	GB/T 16500—1998，34—65
1758	瓐	GE-4262	GB/T 16500—1998，34—66
1759	瓙	GE-4263	GB/T 16500—1998，34—67
1760	瓥	GE-4264	GB/T 16500—1998，34—68
1761	瓧	GE-4265	GB/T 16500—1998，34—69
1762	瓰	GE-4266	GB/T 16500—1998，34—70
1763	瓱	GE-4267	GB/T 16500—1998，34—71
1764	瓲	GE-4268	GB/T 16500—1998，34—72
1765	瓸	GE-4269	GB/T 16500—1998，34—73
1766	瓼	GE-426A	GB/T 16500—1998，34—74
1767	甁	GE-426B	GB/T 16500—1998，34—75
1768	甅	GE-426C	GB/T 16500—1998，34—76
1769	甎	GE-426D	GB/T 16500—1998，34—77
1770	甕	GE-426E	GB/T 16500—1998，34—78
1771	甖	GE-426F	GB/T 16500—1998，34—79
1772	甞	GE-4270	GB/T 16500—1998，34—80
1773	甠	GE-4271	GB/T 16500—1998，34—81
1774	產	GE-4272	GB/T 16500—1998，34—82
1775	甧	GE-4273	GB/T 16500—1998，34—83
1776	甼	GE-4274	GB/T 16500—1998，34—84
1777	畂	GE-4275	GB/T 16500—1998，34—85
1778	畃	GE-4276	GB/T 16500—1998，34—86
1779	畄	GE-4277	GB/T 16500—1998，34—87
1780	畆	GE-4278	GB/T 16500—1998，34—88
1781	畊	GE-4279	GB/T 16500—1998，34—89
1782	畍	GE-427A	GB/T 16500—1998，34—90
1783	畒	GE-427B	GB/T 16500—1998，34—91
1784	畞	GE-427C	GB/T 16500—1998，34—92
1785	畠	GE-427D	GB/T 16500—1998，34—93
1786	畧	GE-427E	GB/T 16500—1998，34—94
1787	畨	GE-4321	GB/T 16500—1998，35—01
1788	畩	GE-4322	GB/T 16500—1998，35—02
1789	畭	GE-4323	GB/T 16500—1998，35—03
1790	畮	GE-4324	GB/T 16500—1998，35—04
1791	異	GE-4325	GB/T 16500—1998，35—05
1792	畱	GE-4326	GB/T 16500—1998，35—06
1793	畳	GE-4327	GB/T 16500—1998，35—07
1794	畵	GE-4328	GB/T 16500—1998，35—08
1795	畻	GE-4329	GB/T 16500—1998，35—09
1796	疂	GE-432A	GB/T 16500—1998，35—10
1797	疅	GE-432B	GB/T 16500—1998，35—11
1798	疉	GE-432C	GB/T 16500—1998，35—12
1799	疎	GE-432D	GB/T 16500—1998，35—13
1800	疘	GE-432E	GB/T 16500—1998，35—14
1801	疜	GE-432F	GB/T 16500—1998，35—15
1802	疞	GE-4330	GB/T 16500—1998，35—16
1803	疩	GE-4331	GB/T 16500—1998，35—17
1804	疿	GE-4332	GB/T 16500—1998，35—18
1805	痐	GE-4333	GB/T 16500—1998，35—19
1806	痜	GE-4334	GB/T 16500—1998，35—20
1807	痩	GE-4335	GB/T 16500—1998，35—21
1808	痲	GE-4336	GB/T 16500—1998，35—22
1809	痺	GE-4337	GB/T 16500—1998，35—23
1810	痾	GE-4338	GB/T 16500—1998，35—24
1811	瘉	GE-4339	GB/T 16500—1998，35—25
1812	瘒	GE-433A	GB/T 16500—1998，35—26
1813	瘖	GE-433B	GB/T 16500—1998，35—27
1814	癁	GE-433C	GB/T 16500—1998，35—28
1815	癄	GE-433D	GB/T 16500—1998，35—29
1816	癅	GE-433E	GB/T 16500—1998，35—30
1817	癈	GE-433F	GB/T 16500—1998，35—31
1818	癋	GE-4340	GB/T 16500—1998，35—32
1819	癛	GE-4341	GB/T 16500—1998，35—33
1820	癡	GE-4342	GB/T 16500—1998，35—34
1821	癨	GE-4343	GB/T 16500—1998，35—35
1822	癪	GE-4344	GB/T 16500—1998，35—36
1823	癳	GE-4345	GB/T 16500—1998，35—37
1824	癴	GE-4346	GB/T 16500—1998，35—38
1825	癵	GE-4347	GB/T 16500—1998，35—39
1826	癷	GE-4348	GB/T 16500—1998，35—40
1827	発	GE-4349	GB/T 16500—1998，35—41
1828	皁	GE-434A	GB/T 16500—1998，35—42
1829	皌	GE-434B	GB/T 16500—1998，35—43
1830	皍	GE-434C	GB/T 16500—1998，35—44
1831	皐	GE-434D	GB/T 16500—1998，35—45
1832	皜	GE-434E	GB/T 16500—1998，35—46
1833	皡	GE-434F	GB/T 16500—1998，35—47
1834	皥	GE-4350	GB/T 16500—1998，35—48
1835	皨	GE-4351	GB/T 16500—1998，35—49
1836	皩	GE-4352	GB/T 16500—1998，35—50
1837	皰	GE-4353	GB/T 16500—1998，35—51
1838	皳	GE-4354	GB/T 16500—1998，35—52
1839	皶	GE-4355	GB/T 16500—1998，35—53
1840	皷	GE-4356	GB/T 16500—1998，35—54
1841	皹	GE-4357	GB/T 16500—1998，35—55
1842	皼	GE-4358	GB/T 16500—1998，35—56
1843	盁	GE-4359	GB/T 16500—1998，35—57
1844	盃	GE-435A	GB/T 16500—1998，35—58
1845	盇	GE-435B	GB/T 16500—1998，35—59
1846	盋	GE-435C	GB/T 16500—1998，35—60
1847	盌	GE-435D	GB/T 16500—1998，35—61
1848	盙	GE-435E	GB/T 16500—1998，35—62
1849	盜	GE-435F	GB/T 16500—1998，35—63
1850	盢	GE-4360	GB/T 16500—1998，35—64
1851	盽	GE-4361	GB/T 16500—1998，35—65
1852	盿	GE-4362	GB/T 16500—1998，35—66
1853	県	GE-4363	GB/T 16500—1998，35—67
1854	眎	GE-4364	GB/T 16500—1998，35—68
1855	眘	GE-4365	GB/T 16500—1998，35—69
1856	眞	GE-4366	GB/T 16500—1998，35—70
1857	眡	GE-4367	GB/T 16500—1998，35—71
1858	眤	GE-4368	GB/T 16500—1998，35—72
1859	眥	GE-4369	GB/T 16500—1998，35—73
1860	眫	GE-436A	GB/T 16500—1998，35—74
1861	眾	GE-436B	GB/T 16500—1998，35—75
1862	眿	GE-436C	GB/T 16500—1998，35—76
1863	睂	GE-436D	GB/T 16500—1998，35—77
1864	睙	GE-436E	GB/T 16500—1998，35—78
1865	睝	GE-436F	GB/T 16500—1998，35—79
1866	睠	GE-4370	GB/T 16500—1998，35—80
1867	睪	GE-4371	GB/T 16500—1998，35—81
1868	睰	GE-4372	GB/T 16500—1998，35—82
1869	睸	GE-4373	GB/T 16500—1998，35—83
1870	瞃	GE-4374	GB/T 16500—1998，35—84
1871	瞇	GE-4375	GB/T 16500—1998，35—85
1872	瞔	GE-4376	GB/T 16500—1998，35—86
1873	瞖	GE-4377	GB/T 16500—1998，35—87
1874	瞝	GE-4378	GB/T 16500—1998，35—88
1875	瞣	GE-4379	GB/T 16500—1998，35—89
1876	瞨	GE-437A	GB/T 16500—1998，35—90
1877	瞮	GE-437B	GB/T 16500—1998，35—91
1878	瞸	GE-437C	GB/T 16500—1998，35—92
1879	瞾	GE-437D	GB/T 16500—1998，35—93
1880	矁	GE-437E	GB/T 16500—1998，35—94
1881	矃	GE-4421	GB/T 16500—1998，36—01
1882	矏	GE-4422	GB/T 16500—1998，36—02
1883	矒	GE-4423	GB/T 16500—1998，36—03
1884	矙	GE-4424	GB/T 16500—1998，36—04
1885	矨	GE-4425	GB/T 16500—1998，36—05
1886	矪	GE-4426	GB/T 16500—1998，36—06
1887	矴	GE-4427	GB/T 16500—1998，36—07
1888	矵	GE-4428	GB/T 16500—1998，36—08
1889	砈	GE-4429	GB/T 16500—1998，36—09
1890	砓	GE-442A	GB/T 16500—1998，36—10
1891	砕	GE-442B	GB/T 16500—1998，36—11
1892	砙	GE-442C	GB/T 16500—1998，36—12
1893	砛	GE-442D	GB/T 16500—1998，36—13
1894	砞	GE-442E	GB/T 16500—1998，36—14
1895	砨	GE-442F	GB/T 16500—1998，36—15
1896	砲	GE-4430	GB/T 16500—1998，36—16
1897	砶	GE-4431	GB/T 16500—1998，36—17
1898	砽	GE-4432	GB/T 16500—1998，36—18
1899	砿	GE-4433	GB/T 16500—1998，36—19
1900	硏	GE-4434	GB/T 16500—1998，36—20
1901	硓	GE-4435	GB/T 16500—1998，36—21
1902	硔	GE-4436	GB/T 16500—1998，36—22
1903	硘	GE-4437	GB/T 16500—1998，36—23
1904	硣	GE-4438	GB/T 16500—1998，36—24
1905	硰	GE-4439	GB/T 16500—1998，36—25
1906	硲	GE-443A	GB/T 16500—1998，36—26
1907	硴	GE-443B	GB/T 16500—1998，36—27
1908	硺	GE-443C	GB/T 16500—1998，36—28
1909	碁	GE-443D	GB/T 16500—1998，36—29
1910	碄	GE-443E	GB/T 16500—1998，36—30
1911	碋	GE-443F	GB/T 16500—1998，36—31
1912	碪	GE-4440	GB/T 16500—1998，36—32
1913	碵	GE-4441	GB/T 16500—1998，36—33
1914	碷	GE-4442	GB/T 16500—1998，36—34
1915	磀	GE-4443	GB/T 16500—1998，36—35
1916	磖	GE-4444	GB/T 16500—1998，36—36
1917	磘	GE-4445	GB/T 16500—1998，36—37
1918	磟	GE-4446	GB/T 16500—1998，36—38
1919	磦	GE-4447	GB/T 16500—1998，36—39
1920	磭	GE-4448	GB/T 16500—1998，36—40
1921	磮	GE-4449	GB/T 16500—1998，36—41
1922	磱	GE-444A	GB/T 16500—1998，36—42
1923	磸	GE-444B	GB/T 16500—1998，36—43
1924	礀	GE-444C	GB/T 16500—1998，36—44
1925	礂	GE-444D	GB/T 16500—1998，36—45
1926	礆	GE-444E	GB/T 16500—1998，36—46
1927	礇	GE-444F	GB/T 16500—1998，36—47
1928	礊	GE-4450	GB/T 16500—1998，36—48
1929	礍	GE-4451	GB/T 16500—1998，36—49
1930	礑	GE-4452	GB/T 16500—1998，36—50
1931	礕	GE-4453	GB/T 16500—1998，36—51
1932	礖	GE-4454	GB/T 16500—1998，36—52
1933	礚	GE-4455	GB/T 16500—1998，36—53
1934	礜	GE-4456	GB/T 16500—1998，36—54
1935	礟	GE-4457	GB/T 16500—1998，36—55
1936	礠	GE-4458	GB/T 16500—1998，36—56
1937	礡	GE-4459	GB/T 16500—1998，36—57
1938	礢	GE-445A	GB/T 16500—1998，36—58
1939	礮	GE-445B	GB/T 16500—1998，36—59
1940	礸	GE-445C	GB/T 16500—1998，36—60
1941	祂	GE-445D	GB/T 16500—1998，36—61
1942	祅	GE-445E	GB/T 16500—1998，36—62
1943	祍	GE-445F	GB/T 16500—1998，36—63
1944	祒	GE-4460	GB/T 16500—1998，36—64
1945	祕	GE-4461	GB/T 16500—1998，36—65
1946	祤	GE-4462	GB/T 16500—1998，36—66
1947	祦	GE-4463	GB/T 16500—1998，36—67
1948	祮	GE-4464	GB/T 16500—1998，36—68
1949	祳	GE-4465	GB/T 16500—1998，36—69
1950	祵	GE-4466	GB/T 16500—1998，36—70
1951	祶	GE-4467	GB/T 16500—1998，36—71
1952	祻	GE-4468	GB/T 16500—1998，36—72
1953	祿	GE-4469	GB/T 16500—1998，36—73
1954	禆	GE-446A	GB/T 16500—1998，36—74
1955	禇	GE-446B	GB/T 16500—1998，36—75
1956	禉	GE-446C	GB/T 16500—1998，36—76
1957	禌	GE-446D	GB/T 16500—1998，36—77
1958	禒	GE-446E	GB/T 16500—1998，36—78
1959	禙	GE-446F	GB/T 16500—1998，36—79
1960	禞	GE-4470	GB/T 16500—1998，36—80
1961	禣	GE-4471	GB/T 16500—1998，36—81
1962	禩	GE-4472	GB/T 16500—1998，36—82
1963	禯	GE-4473	GB/T 16500—1998，36—83
1964	禷	GE-4474	GB/T 16500—1998，36—84
1965	禼	GE-4475	GB/T 16500—1998，36—85
1966	禿	GE-4476	GB/T 16500—1998，36—86
1967	秂	GE-4477	GB/T 16500—1998，36—87
1968	秇	GE-4478	GB/T 16500—1998，36—88
1969	秈	GE-4479	GB/T 16500—1998，36—89
1970	秊	GE-447A	GB/T 16500—1998，36—90
1971	秌	GE-447B	GB/T 16500—1998，36—91
1972	秐	GE-447C	GB/T 16500—1998，36—92
1973	秔	GE-447D	GB/T 16500—1998，36—93
1974	秖	GE-447E	GB/T 16500—1998，36—94
1975	秗	GE-4521	GB/T 16500—1998，37—01
1976	秚	GE-4522	GB/T 16500—1998，37—02
1977	秡	GE-4523	GB/T 16500—1998，37—03
1978	秥	GE-4524	GB/T 16500—1998，37—04
1979	秮	GE-4525	GB/T 16500—1998，37—05
1980	秶	GE-4526	GB/T 16500—1998，37—06
1981	秹	GE-4527	GB/T 16500—1998，37—07
1982	秼	GE-4528	GB/T 16500—1998，37—08
1983	稁	GE-4529	GB/T 16500—1998，37—09
1984	稅	GE-452A	GB/T 16500—1998，37—10
1985	稈	GE-452B	GB/T 16500—1998，37—11
1986	稉	GE-452C	GB/T 16500—1998，37—12
1987	稜	GE-452D	GB/T 16500—1998，37—13
1988	稟	GE-452E	GB/T 16500—1998，37—14
1989	稥	GE-452F	GB/T 16500—1998，37—15
1990	稪	GE-4530	GB/T 16500—1998，37—16
1991	稬	GE-4531	GB/T 16500—1998，37—17
1992	稭	GE-4532	GB/T 16500—1998，37—18
1993	稲	GE-4533	GB/T 16500—1998，37—19
1994	稶	GE-4534	GB/T 16500—1998，37—20
1995	稺	GE-4535	GB/T 16500—1998，37—21
1996	稾	GE-4536	GB/T 16500—1998，37—22
1997	穂	GE-4537	GB/T 16500—1998，37—23
1998	穃	GE-4538	GB/T 16500—1998，37—24
1999	穅	GE-4539	GB/T 16500—1998，37—25
2000	穉	GE-453A	GB/T 16500—1998，37—26
2001	穏	GE-453B	GB/T 16500—1998，37—27
2002	穐	GE-453C	GB/T 16500—1998，37—28
2003	穓	GE-453D	GB/T 16500—1998，37—29
2004	穕	GE-453E	GB/T 16500—1998，37—30
2005	穝	GE-453F	GB/T 16500—1998，37—31
2006	穣	GE-4540	GB/T 16500—1998，37—32
2007	穤	GE-4541	GB/T 16500—1998，37—33
2008	穦	GE-4542	GB/T 16500—1998，37—34
2009	穨	GE-4543	GB/T 16500—1998，37—35
2010	穪	GE-4544	GB/T 16500—1998，37—36
2011	穯	GE-4545	GB/T 16500—1998，37—37
2012	穲	GE-4546	GB/T 16500—1998，37—38
2013	穽	GE-4547	GB/T 16500—1998，37—39
2014	窓	GE-4548	GB/T 16500—1998，37—40
2015	窛	GE-4549	GB/T 16500—1998，37—41
2016	窤	GE-454A	GB/T 16500—1998，37—42
2017	窧	GE-454B	GB/T 16500—1998，37—43
2018	窯	GE-454C	GB/T 16500—1998，37—44
2019	窰	GE-454D	GB/T 16500—1998，37—45
2020	窷	GE-454E	GB/T 16500—1998，37—46
2021	窹	GE-454F	GB/T 16500—1998，37—47
2022	窻	GE-4550	GB/T 16500—1998，37—48
2023	窼	GE-4551	GB/T 16500—1998，37—49
2024	窽	GE-4552	GB/T 16500—1998，37—50
2025	竃	GE-4553	GB/T 16500—1998，37—51
2026	竆	GE-4554	GB/T 16500—1998，37—52
2027	竌	GE-4555	GB/T 16500—1998，37—53
2028	竍	GE-4556	GB/T 16500—1998，37—54
2029	竎	GE-4557	GB/T 16500—1998，37—55
2030	竏	GE-4558	GB/T 16500—1998，37—56
2031	竐	GE-4559	GB/T 16500—1998，37—57
2032	竒	GE-455A	GB/T 16500—1998，37—58
2033	竓	GE-455B	GB/T 16500—1998，37—59
2034	竔	GE-455C	GB/T 16500—1998，37—60
2035	竕	GE-455D	GB/T 16500—1998，37—61
2036	竗	GE-455E	GB/T 16500—1998，37—62
2037	竚	GE-455F	GB/T 16500—1998，37—63
2038	竝	GE-4560	GB/T 16500—1998，37—64
2039	竡	GE-4561	GB/T 16500—1998，37—65
2040	竢	GE-4562	GB/T 16500—1998，37—66
2041	竨	GE-4563	GB/T 16500—1998，37—67
2042	竩	GE-4564	GB/T 16500—1998，37—68
2043	竬	GE-4565	GB/T 16500—1998，37—69
2044	竰	GE-4566	GB/T 16500—1998，37—70
2045	竴	GE-4567	GB/T 16500—1998，37—71
2046	竵	GE-4568	GB/T 16500—1998，37—72
2047	竷	GE-4569	GB/T 16500—1998，37—73
2048	竸	GE-456A	GB/T 16500—1998，37—74
2049	竼	GE-456B	GB/T 16500—1998，37—75
2050	笀	GE-456C	GB/T 16500—1998，37—76
2051	笁	GE-456D	GB/T 16500—1998，37—77
2052	笂	GE-456E	GB/T 16500—1998，37—78
2053	笜	GE-456F	GB/T 16500—1998，37—79
2054	笩	GE-4570	GB/T 16500—1998，37—80
2055	笶	GE-4571	GB/T 16500—1998，37—81
2056	笷	GE-4572	GB/T 16500—1998，37—82
2057	笹	GE-4573	GB/T 16500—1998，37—83
2058	笽	GE-4574	GB/T 16500—1998，37—84
2059	筁	GE-4575	GB/T 16500—1998，37—85
2060	筂	GE-4576	GB/T 16500—1998，37—86
2061	筍	GE-4577	GB/T 16500—1998，37—87
2062	筓	GE-4578	GB/T 16500—1998，37—88
2063	筙	GE-4579	GB/T 16500—1998，37—89
2064	筞	GE-457A	GB/T 16500—1998，37—90
2065	筦	GE-457B	GB/T 16500—1998，37—91
2066	筩	GE-457C	GB/T 16500—1998，37—92
2067	筪	GE-457D	GB/T 16500—1998，37—93
2068	筯	GE-457E	GB/T 16500—1998，37—94
2069	筴	GE-4621	GB/T 16500—1998，38—01
